song,artist,play_time,download_time,username,time_type,play_datetime,play_date,time_day_secs,hour,day_of_month,weekday,weekend_flag,time_since_play,artist_count,total_plays,avg_play_hour,avg_play_day,total_weekend_plays,total_artist_plays,artist_distinct_songs,artist_max_song_count,artist_max_song_percent,percent_of_artist_play,song_rank,artist_rank
COFFEE AND TV ,Blur,3Jul3:22pm,2019-10-24 14:33:48.816240,rosiedempsey93,datetime,2019-07-03 15:22:00,2019-07-03,55320,15,3,2,0,83508,17,5,13.6,2.2,0,17,4,5,0.29411764705882354,0.29411764705882354,318,81.0
My Song,Jerry Cantrell,3Jul3:18pm,2019-10-24 14:33:48.816240,rosiedempsey93,datetime,2019-07-03 15:18:00,2019-07-03,55080,15,3,2,0,83748,2,2,18.0,3.0,0,2,1,2,1.0,1.0,840,348.0
Paranoid,Black Sabbath,3Jul3:15pm,2019-10-24 14:33:48.816240,rosiedempsey93,datetime,2019-07-03 15:15:00,2019-07-03,54900,15,3,2,0,83928,4,2,17.0,2.0,0,4,3,2,0.5,0.5,831,255.0
It Starts and Ends With You,Suede,3Jul3:11pm,2019-10-24 14:33:48.816240,rosiedempsey93,datetime,2019-07-03 15:11:00,2019-07-03,54660,15,3,2,0,84168,33,7,15.428571428571429,3.2857142857142856,2,33,7,8,0.24242424242424243,0.21212121212121213,149,21.0
I Still Miss Someone ,Johnny Cash,3Jul3:09pm,2019-10-24 14:33:48.816240,rosiedempsey93,datetime,2019-07-03 15:09:00,2019-07-03,54540,15,3,2,0,84288,346,9,15.222222222222221,3.6666666666666665,2,346,79,35,0.10115606936416185,0.02601156069364162,89,1.0
A Girl Like You,Edwyn Collins,3Jul3:05pm,2019-10-24 14:33:48.816240,rosiedempsey93,datetime,2019-07-03 15:05:00,2019-07-03,54300,15,3,2,0,84528,2,2,16.0,2.0,0,2,1,2,1.0,1.0,782,348.0
"Frankly, Mr. Shankly ",The Smiths,3Jul3:03pm,2019-10-24 14:33:48.816240,rosiedempsey93,datetime,2019-07-03 15:03:00,2019-07-03,54180,15,3,2,0,84648,129,9,16.77777777777778,2.3333333333333335,1,129,40,9,0.06976744186046512,0.06976744186046512,88,4.0
Threshold Apprehension,Black Francis,3Jul2:58pm,2019-10-24 14:33:48.816240,rosiedempsey93,datetime,2019-07-03 14:58:00,2019-07-03,53880,14,3,2,0,84948,4,4,13.75,3.75,1,4,1,4,1.0,1.0,494,255.0
If You Tolerate This Your Children Will Be Next,Manic Street Preachers,3Jul2:53pm,2019-10-24 14:33:48.816240,rosiedempsey93,datetime,2019-07-03 14:53:00,2019-07-03,53580,14,3,2,0,85248,22,4,13.5,1.75,0,22,5,8,0.36363636363636365,0.18181818181818182,440,57.0
Only Happy When It Rains,Garbage,3Jul2:49pm,2019-10-24 14:33:48.816240,rosiedempsey93,datetime,2019-07-03 14:49:00,2019-07-03,53340,14,3,2,0,85488,127,15,16.0,2.066666666666667,1,127,22,23,0.18110236220472442,0.11811023622047244,26,5.0
Crosstown Traffic,Jimi Hendrix,3Jul2:47pm,2019-10-24 14:33:48.816240,rosiedempsey93,datetime,2019-07-03 14:47:00,2019-07-03,53220,14,3,2,0,85608,7,1,14.0,2.0,0,7,4,4,0.5714285714285714,0.14285714285714285,1645,168.0
New Town Velocity,Johnny Marr,3Jul2:41pm,2019-10-24 14:33:48.816240,rosiedempsey93,datetime,2019-07-03 14:41:00,2019-07-03,52860,14,3,2,0,85968,3,3,7.666666666666667,2.6666666666666665,0,3,1,3,1.0,1.0,673,296.0
Aerials,System of a Down,3Jul2:37pm,2019-10-24 14:33:48.816240,rosiedempsey93,datetime,2019-07-03 14:37:00,2019-07-03,52620,14,3,2,0,86208,27,3,17.333333333333332,2.0,0,27,13,5,0.18518518518518517,0.1111111111111111,569,37.0
Saturn 5,Inspiral Carpets,2Jul5:18pm,2019-10-24 14:33:48.816240,rosiedempsey93,datetime,2019-07-02 17:18:00,2019-07-02,62280,17,2,1,0,76548,19,13,12.846153846153847,2.0,3,19,3,13,0.6842105263157895,0.6842105263157895,40,66.0
Outdoor Miner ,Wire,2Jul4:52pm,2019-10-24 14:33:48.816240,rosiedempsey93,datetime,2019-07-02 16:52:00,2019-07-02,60720,16,2,1,0,78108,8,4,15.25,1.0,0,8,2,4,0.5,0.5,382,150.0
I Think That I Would Die,Hole,2Jul4:45pm,2019-10-24 14:33:48.816240,rosiedempsey93,datetime,2019-07-02 16:45:00,2019-07-02,60300,16,2,1,0,78528,32,2,13.0,1.5,0,32,8,10,0.3125,0.0625,841,26.0
Gallows Pole,Jimmy Page,2Jul4:35pm,2019-10-24 14:33:48.816240,rosiedempsey93,datetime,2019-07-02 16:35:00,2019-07-02,59700,16,2,1,0,79128,1,1,16.0,1.0,0,1,1,1,1.0,1.0,1020,428.0
Gallows Pole ,Led Zeppelin,2Jul4:19pm,2019-10-24 14:33:48.816240,rosiedempsey93,datetime,2019-07-02 16:19:00,2019-07-02,58740,16,2,1,0,80088,8,6,13.666666666666666,2.1666666666666665,1,8,2,6,0.75,0.75,233,150.0
Dragonaut,Sleep,2Jul4:13pm,2019-10-24 14:33:48.816240,rosiedempsey93,datetime,2019-07-02 16:13:00,2019-07-02,58380,16,2,1,0,80448,2,2,13.0,2.5,0,2,1,2,1.0,1.0,894,348.0
Rock 'n' Roll Suicide ,David Bowie,2Jul4:11pm,2019-10-24 14:33:48.816240,rosiedempsey93,datetime,2019-07-02 16:11:00,2019-07-02,58260,16,2,1,0,80568,79,3,12.333333333333334,2.0,0,79,23,12,0.1518987341772152,0.0379746835443038,533,7.0
Tame,Pixies,2Jul4:10pm,2019-10-24 14:33:48.816240,rosiedempsey93,datetime,2019-07-02 16:10:00,2019-07-02,58200,16,2,1,0,80628,145,7,10.0,2.2857142857142856,0,145,29,16,0.1103448275862069,0.04827586206896552,156,2.0
Jambalaya (On The Bayou) ,Hank Williams,2Jul4:05pm,2019-10-24 14:33:48.816240,rosiedempsey93,datetime,2019-07-02 16:05:00,2019-07-02,57900,16,2,1,0,80928,25,7,17.428571428571427,3.7142857142857144,2,25,13,7,0.28,0.28,178,48.0
My Doorbell,The White Stripes,2Jul4:01pm,2019-10-24 14:33:48.816240,rosiedempsey93,datetime,2019-07-02 16:01:00,2019-07-02,57660,16,2,1,0,81168,37,7,10.571428571428571,2.857142857142857,2,37,10,8,0.21621621621621623,0.1891891891891892,157,18.0
Hey,Pixies,2Jul3:57pm,2019-10-24 14:33:48.816240,rosiedempsey93,datetime,2019-07-02 15:57:00,2019-07-02,57420,15,2,1,0,81408,145,4,9.5,2.0,0,145,29,16,0.1103448275862069,0.027586206896551724,431,2.0
Undone ,Weezer,2Jul3:52pm,2019-10-24 14:33:48.816240,rosiedempsey93,datetime,2019-07-02 15:52:00,2019-07-02,57120,15,2,1,0,81708,21,5,14.4,2.2,0,21,5,8,0.38095238095238093,0.23809523809523808,252,61.0
Are 'Friends' Electric?,Gary Numan / Tubeway Army,2Jul2:57pm,2019-10-24 14:33:48.816240,rosiedempsey93,datetime,2019-07-02 14:57:00,2019-07-02,53820,14,2,1,0,85008,4,4,11.25,1.0,0,4,1,4,1.0,1.0,396,255.0
Wolf Like Me,TV on the Radio,2Jul2:53pm,2019-10-24 14:33:48.816240,rosiedempsey93,datetime,2019-07-02 14:53:00,2019-07-02,53580,14,2,1,0,85248,5,3,17.0,1.3333333333333333,0,5,2,3,0.6,0.6,558,215.0
Everything Zen ,Bush,2Jul2:48pm,2019-10-24 14:33:48.816240,rosiedempsey93,datetime,2019-07-02 14:48:00,2019-07-02,53280,14,2,1,0,85548,14,6,13.5,1.6666666666666667,0,14,3,7,0.5,0.42857142857142855,204,98.0
Under the Bridge,Red Hot Chili Peppers,2Jul2:38pm,2019-10-24 14:33:48.816240,rosiedempsey93,datetime,2019-07-02 14:38:00,2019-07-02,52680,14,2,1,0,86148,8,4,16.5,1.25,0,8,3,4,0.5,0.5,391,150.0
Road Rage,Catatonia,1Jul10:01pm,2019-10-24 14:33:48.816240,rosiedempsey93,datetime,2019-07-01 22:01:00,2019-07-01,79260,22,1,0,0,59568,7,2,15.0,1.0,0,7,2,5,0.7142857142857143,0.2857142857142857,716,168.0
Where It's At ,Beck,1Jul5:42pm,2019-10-24 14:33:48.816240,rosiedempsey93,datetime,2019-07-01 17:42:00,2019-07-01,63720,17,1,0,0,75108,17,2,17.5,1.0,0,17,5,8,0.47058823529411764,0.11764705882352941,927,81.0
Needles,System of a Down,1Jul5:23pm,2019-10-24 14:33:48.816240,rosiedempsey93,datetime,2019-07-01 17:23:00,2019-07-01,62580,17,1,0,0,76248,27,1,17.0,0.0,0,27,13,5,0.18518518518518517,0.037037037037037035,1359,37.0
She Bangs The Drums ,The Stone Roses,1Jul5:11pm,2019-10-24 14:33:48.816240,rosiedempsey93,datetime,2019-07-01 17:11:00,2019-07-01,61860,17,1,0,0,76968,15,3,18.666666666666668,3.0,1,15,8,3,0.2,0.2,652,93.0
Get On Our Own ,Buzzcocks,1Jul4:12pm,2019-10-24 14:33:48.816240,rosiedempsey93,datetime,2019-07-01 16:12:00,2019-07-01,58320,16,1,0,0,80508,77,5,10.4,1.6,1,77,22,6,0.07792207792207792,0.06493506493506493,251,8.0
Levitate Me,Pixies,1Jul4:05pm,2019-10-24 14:33:48.816240,rosiedempsey93,datetime,2019-07-01 16:05:00,2019-07-01,57900,16,1,0,0,80928,145,7,12.428571428571429,2.4285714285714284,1,145,29,16,0.1103448275862069,0.04827586206896552,155,2.0
Ladykillers,Lush,1Jul4:01pm,2019-10-24 14:33:48.816240,rosiedempsey93,datetime,2019-07-01 16:01:00,2019-07-01,57660,16,1,0,0,81168,2,1,16.0,0.0,0,2,2,1,0.5,0.5,1568,348.0
Born in the U.S.A.,Bruce Springsteen,1Jul3:57pm,2019-10-24 14:33:48.816240,rosiedempsey93,datetime,2019-07-01 15:57:00,2019-07-01,57420,15,1,0,0,81408,18,1,15.0,0.0,0,18,6,6,0.3333333333333333,0.05555555555555555,1506,75.0
Where Is My Mind?,Pixies,1Jul3:50pm,2019-10-24 14:33:48.816240,rosiedempsey93,datetime,2019-07-01 15:50:00,2019-07-01,57000,15,1,0,0,81828,145,9,16.666666666666668,1.8888888888888888,1,145,29,16,0.1103448275862069,0.06206896551724138,92,2.0
It's A Shame About Ray ,The Lemonheads,1Jul3:47pm,2019-10-24 14:33:48.816240,rosiedempsey93,datetime,2019-07-01 15:47:00,2019-07-01,56820,15,1,0,0,82008,28,1,15.0,0.0,0,28,3,15,0.5357142857142857,0.03571428571428571,1191,35.0
Faint,Linkin Park,1Jul3:36pm,2019-10-24 14:33:48.816240,rosiedempsey93,datetime,2019-07-01 15:36:00,2019-07-01,56160,15,1,0,0,82668,2,1,15.0,0.0,0,2,2,1,0.5,0.5,1017,348.0
Welcome To The Working Week,Elvis Costello,1Jul3:34pm,2019-10-24 14:33:48.816240,rosiedempsey93,datetime,2019-07-01 15:34:00,2019-07-01,56040,15,1,0,0,82788,5,4,14.75,1.5,0,5,2,4,0.8,0.8,458,215.0
No. 13 Baby,Pixies,1Jul3:30pm,2019-10-24 14:33:48.816240,rosiedempsey93,datetime,2019-07-01 15:30:00,2019-07-01,55800,15,1,0,0,83028,145,3,14.666666666666666,1.6666666666666667,0,145,29,16,0.1103448275862069,0.020689655172413793,519,2.0
Pass It On,The Coral,1Jul3:28pm,2019-10-24 14:33:48.816240,rosiedempsey93,datetime,2019-07-01 15:28:00,2019-07-01,55680,15,1,0,0,83148,32,6,11.833333333333334,2.5,1,32,8,6,0.1875,0.1875,245,26.0
Where You Get Love,Matthew Sweet,1Jul3:24pm,2019-10-24 14:33:48.816240,rosiedempsey93,datetime,2019-07-01 15:24:00,2019-07-01,55440,15,1,0,0,83388,7,6,15.333333333333334,2.1666666666666665,0,7,2,6,0.8571428571428571,0.8571428571428571,196,168.0
Phantom Limb,The Shins,1Jul3:20pm,2019-10-24 14:33:48.816240,rosiedempsey93,datetime,2019-07-01 15:20:00,2019-07-01,55200,15,1,0,0,83628,7,3,16.0,1.0,0,7,4,3,0.42857142857142855,0.42857142857142855,697,168.0
Gigantic,Pixies,1Jul3:16pm,2019-10-24 14:33:48.816240,rosiedempsey93,datetime,2019-07-01 15:16:00,2019-07-01,54960,15,1,0,0,83868,145,6,10.833333333333334,2.5,0,145,29,16,0.1103448275862069,0.041379310344827586,203,2.0
Pounding,Doves,1Jul3:11pm,2019-10-24 14:33:48.816240,rosiedempsey93,datetime,2019-07-01 15:11:00,2019-07-01,54660,15,1,0,0,84168,16,3,16.666666666666668,1.3333333333333333,0,16,5,4,0.25,0.1875,624,89.0
Time for Heroes,The Libertines,1Jul3:08pm,2019-10-24 14:33:48.816240,rosiedempsey93,datetime,2019-07-01 15:08:00,2019-07-01,54480,15,1,0,0,84348,10,1,15.0,0.0,0,10,7,2,0.2,0.1,1517,126.0
Rescue,Echo & the Bunnymen,1Jul3:04pm,2019-10-24 14:33:48.816240,rosiedempsey93,datetime,2019-07-01 15:04:00,2019-07-01,54240,15,1,0,0,84588,9,5,16.4,1.6,1,9,2,5,0.5555555555555556,0.5555555555555556,253,141.0
La La Love You,Pixies,1Jul3:01pm,2019-10-24 14:33:48.816240,rosiedempsey93,datetime,2019-07-01 15:01:00,2019-07-01,54060,15,1,0,0,84768,145,3,12.0,1.6666666666666667,0,145,29,16,0.1103448275862069,0.020689655172413793,517,2.0
Music When the Lights Go Out,The Libertines,1Jul2:58pm,2019-10-24 14:33:48.816240,rosiedempsey93,datetime,2019-07-01 14:58:00,2019-07-01,53880,14,1,0,0,84948,10,1,14.0,0.0,0,10,7,2,0.2,0.1,1509,126.0
White Limo,Foo Fighters,1Jul2:54pm,2019-10-24 14:33:48.816240,rosiedempsey93,datetime,2019-07-01 14:54:00,2019-07-01,53640,14,1,0,0,85188,22,7,13.857142857142858,2.2857142857142856,0,22,5,9,0.4090909090909091,0.3181818181818182,126,57.0
Happy Hour,The Housemartins,1Jul2:52pm,2019-10-24 14:33:48.816240,rosiedempsey93,datetime,2019-07-01 14:52:00,2019-07-01,53520,14,1,0,0,85308,30,8,17.25,2.625,1,30,10,9,0.3,0.26666666666666666,116,30.0
Got the Life,Korn,1Jul2:48pm,2019-10-24 14:33:48.816240,rosiedempsey93,datetime,2019-07-01 14:48:00,2019-07-01,53280,14,1,0,0,85548,19,2,15.5,1.0,0,19,5,8,0.42105263157894735,0.10526315789473684,999,66.0
Debaser,Pixies,1Jul2:45pm,2019-10-24 14:33:48.816240,rosiedempsey93,datetime,2019-07-01 14:45:00,2019-07-01,53100,14,1,0,0,85728,145,10,14.8,3.0,2,145,29,16,0.1103448275862069,0.06896551724137931,73,2.0
What Katie Did,The Libertines,1Jul2:42pm,2019-10-24 14:33:48.816240,rosiedempsey93,datetime,2019-07-01 14:42:00,2019-07-01,52920,14,1,0,0,85908,10,1,14.0,0.0,0,10,7,2,0.2,0.1,1519,126.0
Numb,Linkin Park,1Jul2:06pm,2019-10-24 14:33:48.816240,rosiedempsey93,datetime,2019-07-01 14:06:00,2019-07-01,50760,14,1,0,0,1668,2,1,14.0,0.0,0,2,2,1,0.5,0.5,1016,348.0
All Hope Is Gone,Slipknot,1Jul1:13pm,2019-10-24 14:33:48.816240,rosiedempsey93,datetime,2019-07-01 13:13:00,2019-07-01,47580,13,1,0,0,4848,24,1,13.0,0.0,0,24,16,5,0.20833333333333334,0.041666666666666664,1421,51.0
mOBSCENE,Marilyn Manson,29Jun1:21am,2019-10-24 14:33:48.816240,rosiedempsey93,datetime,2019-06-29 01:21:00,2019-06-29,4860,1,29,5,1,47568,15,3,7.666666666666667,3.0,1,15,6,5,0.3333333333333333,0.2,600,93.0
Bro Hymn,Pennywise,29Jun1:03am,2019-10-24 14:33:48.816240,rosiedempsey93,datetime,2019-06-29 01:03:00,2019-06-29,3780,1,29,5,1,48648,2,2,4.5,3.5,1,2,1,2,1.0,1.0,940,348.0
The New Pollution,Beck,29Jun12:59am,2019-10-24 14:33:48.816240,rosiedempsey93,datetime,2019-06-29 00:59:00,2019-06-29,3540,0,29,5,1,48888,17,2,4.5,5.5,2,17,5,8,0.47058823529411764,0.11764705882352941,925,81.0
Time Bomb,Rancid,29Jun12:45am,2019-10-24 14:33:48.816240,rosiedempsey93,datetime,2019-06-29 00:45:00,2019-06-29,2700,0,29,5,1,49728,3,3,7.0,3.3333333333333335,1,3,1,3,1.0,1.0,531,296.0
Beautiful Ones,Suede,29Jun12:41am,2019-10-24 14:33:48.816240,rosiedempsey93,datetime,2019-06-29 00:41:00,2019-06-29,2460,0,29,5,1,49968,33,2,5.0,4.5,1,33,7,8,0.24242424242424243,0.06060606060606061,772,21.0
Dead,Pixies,29Jun12:09am,2019-10-24 14:33:48.816240,rosiedempsey93,datetime,2019-06-29 00:09:00,2019-06-29,540,0,29,5,1,51888,145,5,8.6,2.6,1,145,29,16,0.1103448275862069,0.034482758620689655,362,2.0
Bitter Sweet Symphony,The Verve,28Jun5:25pm,2019-10-24 14:33:48.816240,rosiedempsey93,datetime,2019-06-28 17:25:00,2019-06-28,62700,17,28,4,0,76128,12,3,17.0,3.3333333333333335,1,12,5,3,0.25,0.25,645,111.0
No Feelings,Sex Pistols,28Jun5:22pm,2019-10-24 14:33:48.816240,rosiedempsey93,datetime,2019-06-28 17:22:00,2019-06-28,62520,17,28,4,0,76308,7,3,14.333333333333334,2.0,0,7,3,3,0.42857142857142855,0.42857142857142855,522,168.0
Here Comes Your Man,Pixies,28Jun5:18pm,2019-10-24 14:33:48.816240,rosiedempsey93,datetime,2019-06-28 17:18:00,2019-06-28,62280,17,28,4,0,76548,145,7,13.714285714285714,3.142857142857143,1,145,29,16,0.1103448275862069,0.04827586206896552,154,2.0
True Faith,New Order,28Jun5:12pm,2019-10-24 14:33:48.816240,rosiedempsey93,datetime,2019-06-28 17:12:00,2019-06-28,61920,17,28,4,0,76908,27,4,14.25,3.75,1,27,5,13,0.48148148148148145,0.14814814814814814,501,37.0
Rush,Big Audio Dynamite,28Jun5:05pm,2019-10-24 14:33:48.816240,rosiedempsey93,datetime,2019-06-28 17:05:00,2019-06-28,61500,17,28,4,0,77328,6,6,15.833333333333334,2.5,0,6,1,6,1.0,1.0,194,191.0
Freak Scene,Dinosaur Jr.,28Jun5:01pm,2019-10-24 14:33:48.816240,rosiedempsey93,datetime,2019-06-28 17:01:00,2019-06-28,61260,17,28,4,0,77568,21,6,16.166666666666668,2.8333333333333335,0,21,5,8,0.38095238095238093,0.2857142857142857,216,61.0
I Love Livin' in the City,Fear,28Jun8:20am,2019-10-24 14:33:48.816240,rosiedempsey93,datetime,2019-06-28 08:20:00,2019-06-28,30000,8,28,4,0,22428,1,1,8.0,4.0,0,1,1,1,1.0,1.0,1197,428.0
Asleep ,The Smiths,28Jun7:55am,2019-10-24 14:33:48.816240,rosiedempsey93,datetime,2019-06-28 07:55:00,2019-06-28,28500,7,28,4,0,23928,129,1,7.0,4.0,0,129,40,9,0.06976744186046512,0.007751937984496124,1372,4.0
Man,Yeah Yeah Yeahs,27Jun6:07pm,2019-10-24 14:33:48.816240,rosiedempsey93,datetime,2019-06-27 18:07:00,2019-06-27,65220,18,27,3,0,73608,32,2,19.0,2.0,0,32,9,6,0.1875,0.0625,712,26.0
Stay Away,Nirvana,27Jun5:57pm,2019-10-24 14:33:48.816240,rosiedempsey93,datetime,2019-06-27 17:57:00,2019-06-27,64620,17,27,3,0,74208,75,4,11.75,2.5,0,75,36,6,0.08,0.05333333333333334,463,9.0
Everybody's Happy Nowadays,Buzzcocks,27Jun5:48pm,2019-10-24 14:33:48.816240,rosiedempsey93,datetime,2019-06-27 17:48:00,2019-06-27,64080,17,27,3,0,74748,77,2,14.5,3.0,0,77,22,6,0.07792207792207792,0.025974025974025976,829,8.0
Molly's Lips (Live at Pine Street Theatre),Nirvana,27Jun5:46pm,2019-10-24 14:33:48.816240,rosiedempsey93,datetime,2019-06-27 17:46:00,2019-06-27,63960,17,27,3,0,74868,75,1,17.0,3.0,0,75,36,6,0.08,0.013333333333333334,1341,9.0
Never Met a Girl Like You Before,The Insects,27Jun5:35pm,2019-10-24 14:33:48.816240,rosiedempsey93,datetime,2019-06-27 17:35:00,2019-06-27,63300,17,27,3,0,75528,2,2,18.0,2.0,0,2,1,2,1.0,1.0,837,348.0
Mr. Jones,Counting Crows,27Jun5:25pm,2019-10-24 14:33:48.816240,rosiedempsey93,datetime,2019-06-27 17:25:00,2019-06-27,62700,17,27,3,0,76128,6,4,18.5,2.25,0,6,2,4,0.6666666666666666,0.6666666666666666,498,191.0
Losing My Religion,R.E.M.,27Jun5:16pm,2019-10-24 14:33:48.816240,rosiedempsey93,datetime,2019-06-27 17:16:00,2019-06-27,62160,17,27,3,0,76668,55,3,18.0,3.0,1,55,11,11,0.2,0.05454545454545454,581,13.0
Give It Away,Red Hot Chili Peppers,27Jun5:11pm,2019-10-24 14:33:48.816240,rosiedempsey93,datetime,2019-06-27 17:11:00,2019-06-27,61860,17,27,3,0,76968,8,2,18.0,1.5,0,8,3,4,0.5,0.25,800,150.0
In the City,The Jam,27Jun5:09pm,2019-10-24 14:33:48.816240,rosiedempsey93,datetime,2019-06-27 17:09:00,2019-06-27,61740,17,27,3,0,77088,33,3,9.666666666666666,3.6666666666666665,1,33,10,6,0.18181818181818182,0.09090909090909091,635,21.0
Drain You,Nirvana,27Jun4:52pm,2019-10-24 14:33:48.816240,rosiedempsey93,datetime,2019-06-27 16:52:00,2019-06-27,60720,16,27,3,0,78108,75,6,16.0,1.3333333333333333,0,75,36,6,0.08,0.08,200,9.0
Teenage Icon,The Vaccines,27Jun4:39pm,2019-10-24 14:33:48.816240,rosiedempsey93,datetime,2019-06-27 16:39:00,2019-06-27,59940,16,27,3,0,78888,21,6,18.666666666666668,2.0,0,21,10,6,0.2857142857142857,0.2857142857142857,208,61.0
Black,Pearl Jam,27Jun4:33pm,2019-10-24 14:33:48.816240,rosiedempsey93,datetime,2019-06-27 16:33:00,2019-06-27,59580,16,27,3,0,79248,15,3,11.0,3.3333333333333335,0,15,5,3,0.2,0.2,553,93.0
Son of a Gun,The Vaselines,27Jun4:29pm,2019-10-24 14:33:48.816240,rosiedempsey93,datetime,2019-06-27 16:29:00,2019-06-27,59340,16,27,3,0,79488,7,7,11.142857142857142,2.0,0,7,1,7,1.0,1.0,159,168.0
Divine Hammer,The Breeders,27Jun4:26pm,2019-10-24 14:33:48.816240,rosiedempsey93,datetime,2019-06-27 16:26:00,2019-06-27,59160,16,27,3,0,79668,16,7,13.285714285714286,2.857142857142857,0,16,3,7,0.4375,0.4375,163,89.0
Harness Your Hopes,Pavement,27Jun4:19pm,2019-10-24 14:33:48.816240,rosiedempsey93,datetime,2019-06-27 16:19:00,2019-06-27,58740,16,27,3,0,80088,55,12,13.0,2.6666666666666665,1,55,8,12,0.21818181818181817,0.21818181818181817,47,13.0
Obstacle 1,Interpol,26Jun6:08pm,2019-10-24 14:33:48.816240,rosiedempsey93,datetime,2019-06-26 18:08:00,2019-06-26,65280,18,26,2,0,73548,19,2,18.5,2.0,0,19,2,17,0.8947368421052632,0.10526315789473684,923,66.0
