song,artist,play_time,download_time,username,time_type,play_datetime,play_date,time_day_secs,hour,day_of_month,weekday,weekend_flag,time_since_play,artist_count,total_plays,avg_play_hour,avg_play_day,total_weekend_plays,total_artist_plays,artist_distinct_songs,artist_max_song_count,artist_max_song_percent,percent_of_artist_play,song_rank,artist_rank
Great Day,Madvillain,11Sep6:30pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-11 18:30:00.000000,2019-09-11,66600,18,11,2,0,72063,62,2,18.5,2.0,0,62,22,11,0.1774193548387097,0.03225806451612903,1878,53.0
Raid,Madvillain,11Sep6:30pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-11 18:30:00.000000,2019-09-11,66600,18,11,2,0,72063,62,3,16.0,2.0,0,62,22,11,0.1774193548387097,0.04838709677419355,973,53.0
Rhinestone Cowboy,Madvillain,11Sep6:23pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-11 18:23:00.000000,2019-09-11,66180,18,11,2,0,72483,62,2,18.5,2.0,0,62,22,11,0.1774193548387097,0.03225806451612903,1872,53.0
Supervillain Theme,Madvillain,11Sep6:22pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-11 18:22:00.000000,2019-09-11,66120,18,11,2,0,72543,62,2,18.5,2.0,0,62,22,11,0.1774193548387097,0.03225806451612903,1856,53.0
Bistro,Madvillain,11Sep6:21pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-11 18:21:00.000000,2019-09-11,66060,18,11,2,0,72603,62,2,18.5,2.0,0,62,22,11,0.1774193548387097,0.03225806451612903,1884,53.0
Sickfit,Madvillain,11Sep6:20pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-11 18:20:00.000000,2019-09-11,66000,18,11,2,0,72663,62,2,18.5,2.0,0,62,22,11,0.1774193548387097,0.03225806451612903,1862,53.0
All Caps,Madvillain,11Sep6:18pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-11 18:18:00.000000,2019-09-11,65880,18,11,2,0,72783,62,2,18.5,2.0,0,62,22,11,0.1774193548387097,0.03225806451612903,1870,53.0
Shadows of Tomorrow,Madvillain,11Sep6:15pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-11 18:15:00.000000,2019-09-11,65700,18,11,2,0,72963,62,3,16.666666666666668,2.0,0,62,22,11,0.1774193548387097,0.04838709677419355,967,53.0
Accordion,Madvillain,11Sep6:13pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-11 18:13:00.000000,2019-09-11,65580,18,11,2,0,73083,62,2,18.5,2.0,0,62,22,11,0.1774193548387097,0.03225806451612903,1869,53.0
Fancy Clown,Madvillain,11Sep6:11pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-11 18:11:00.000000,2019-09-11,65460,18,11,2,0,73203,62,2,18.0,2.0,0,62,22,11,0.1774193548387097,0.03225806451612903,1880,53.0
The Illest Villains,Madvillain,11Sep6:09pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-11 18:09:00.000000,2019-09-11,65340,18,11,2,0,73323,62,3,18.333333333333332,2.0,0,62,22,11,0.1774193548387097,0.04838709677419355,965,53.0
One Fine Day,The Offspring,11Sep4:28pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-11 16:28:00.000000,2019-09-11,59280,16,11,2,0,79383,103,10,16.1,2.8,0,103,10,24,0.23300970873786409,0.0970873786407767,220,28.0
Bank Rolls ,Tate Kobang,11Sep4:12pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-11 16:12:00.000000,2019-09-11,58320,16,11,2,0,80343,3,3,16.0,2.0,0,3,1,3,1.0,1.0,1106,434.0
Channel The Spirits,The Comet Is Coming,11Sep4:09pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-11 16:09:00.000000,2019-09-11,58140,16,11,2,0,80523,184,1,16.0,2.0,0,184,21,78,0.42391304347826086,0.005434782608695652,4817,9.0
Portuguese Man of War,Hans Zimmer,11Sep3:47pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-11 15:47:00.000000,2019-09-11,56820,15,11,2,0,81843,1067,11,13.545454545454545,2.6363636363636362,0,1067,112,62,0.05810684161199625,0.010309278350515464,190,2.0
Walrus: The Right Piece of Ice,Hans Zimmer,11Sep3:32pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-11 15:32:00.000000,2019-09-11,55920,15,11,2,0,82743,1067,10,13.8,2.7,0,1067,112,62,0.05810684161199625,0.00937207122774133,200,2.0
Clownfish,Hans Zimmer,11Sep3:19pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-11 15:19:00.000000,2019-09-11,55140,15,11,2,0,83523,1067,14,13.928571428571429,2.4285714285714284,0,1067,112,62,0.05810684161199625,0.013120899718837863,113,2.0
Golden Butterflies ,Ludovico Einaudi,11Sep2:50pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-11 14:50:00.000000,2019-09-11,53400,14,11,2,0,85263,1069,41,12.24390243902439,1.7317073170731707,1,1069,70,116,0.10851262862488306,0.03835360149672591,30,1.0
View From The Other Side ,Ludovico Einaudi,11Sep2:40pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-11 14:40:00.000000,2019-09-11,52800,14,11,2,0,85863,1069,18,13.222222222222221,2.111111111111111,2,1069,70,116,0.10851262862488306,0.01683816651075772,97,1.0
I Play the Kora,Les Amazones d'Afrique,11Sep2:34pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-11 14:34:00.000000,2019-09-11,52440,14,11,2,0,86223,10,1,14.0,2.0,0,10,8,2,0.2,0.1,4423,188.0
Amazones Power,Les Amazones d'Afrique,11Sep2:20pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-11 14:20:00.000000,2019-09-11,51600,14,11,2,0,663,10,1,14.0,2.0,0,10,8,2,0.2,0.1,4421,188.0
Mansa Soyari,Les Amazones d'Afrique,11Sep2:17pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-11 14:17:00.000000,2019-09-11,51420,14,11,2,0,843,10,1,14.0,2.0,0,10,8,2,0.2,0.1,4424,188.0
Dombolo,Les Amazones d'Afrique,11Sep2:12pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-11 14:12:00.000000,2019-09-11,51120,14,11,2,0,1143,10,2,14.0,2.0,0,10,8,2,0.2,0.2,1997,188.0
Nebao,Les Amazones d'Afrique,11Sep2:08pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-11 14:08:00.000000,2019-09-11,50880,14,11,2,0,1383,10,1,14.0,2.0,0,10,8,2,0.2,0.1,4425,188.0
Wedding,Les Amazones d'Afrique,11Sep2:02pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-11 14:02:00.000000,2019-09-11,50520,14,11,2,0,1743,10,1,14.0,2.0,0,10,8,2,0.2,0.1,4426,188.0
La Dame et Ses Valises,Les Amazones d'Afrique,11Sep1:58pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-11 13:58:00.000000,2019-09-11,50280,13,11,2,0,1983,10,2,13.5,2.0,0,10,8,2,0.2,0.2,1993,188.0
Doona,Les Amazones d'Afrique,11Sep1:54pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-11 13:54:00.000000,2019-09-11,50040,13,11,2,0,2223,10,1,13.0,2.0,0,10,8,2,0.2,0.1,4422,188.0
For The Love of Love,Novo Talos,10Sep6:53pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-10 18:53:00.000000,2019-09-10,67980,18,10,1,0,70683,23,6,16.333333333333332,2.1666666666666665,1,23,5,7,0.30434782608695654,0.2608695652173913,521,95.0
The Firefly,Figgy Malone,10Sep6:50pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-10 18:50:00.000000,2019-09-10,67800,18,10,1,0,70863,4,4,10.0,1.75,0,4,1,4,1.0,1.0,861,369.0
Silva Ciminia,Nicola conti,10Sep6:48pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-10 18:48:00.000000,2019-09-10,67680,18,10,1,0,70983,5,5,16.0,1.8,1,5,1,5,1.0,1.0,534,310.0
Cloud Walk,Martin Greenbaum,10Sep6:46pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-10 18:46:00.000000,2019-09-10,67560,18,10,1,0,71103,7,7,15.142857142857142,2.0,1,7,1,7,1.0,1.0,398,252.0
Linger,Alexander Molina,10Sep6:46pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-10 18:46:00.000000,2019-09-10,67560,18,10,1,0,71103,3,3,9.333333333333334,1.6666666666666667,0,3,1,3,1.0,1.0,1029,434.0
Au gré du vent,Jordane Tumarinson,10Sep6:38pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-10 18:38:00.000000,2019-09-10,67080,18,10,1,0,71583,5,5,16.0,1.8,1,5,1,5,1.0,1.0,680,310.0
Bagatelle En Mineur,Franz Gordon,10Sep6:35pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-10 18:35:00.000000,2019-09-10,66900,18,10,1,0,71763,12,11,13.909090909090908,1.9090909090909092,1,12,2,11,0.9166666666666666,0.9166666666666666,174,166.0
Runaway,Ramin Djawadi,10Sep4:43pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-10 16:43:00.000000,2019-09-10,60180,16,10,1,0,78483,139,1,16.0,1.0,0,139,47,45,0.3237410071942446,0.007194244604316547,3283,18.0
Prologue,Jeremy Zuckerman,10Sep3:26pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-10 15:26:00.000000,2019-09-10,55560,15,10,1,0,83103,39,2,13.5,1.0,0,39,21,10,0.2564102564102564,0.05128205128205128,1461,72.0
Legend of Korra Soundtrack Medley,Rachel Clinton,10Sep3:19pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-10 15:19:00.000000,2019-09-10,55140,15,10,1,0,83523,10,2,13.5,1.0,0,10,5,2,0.2,0.2,1684,188.0
Firebending Training,Rachel Clinton,10Sep3:18pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-10 15:18:00.000000,2019-09-10,55080,15,10,1,0,83583,10,2,13.5,1.0,0,10,5,2,0.2,0.2,1685,188.0
The Avatar State,Rachel Clinton,10Sep3:16pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-10 15:16:00.000000,2019-09-10,54960,15,10,1,0,83703,10,2,13.5,1.0,0,10,5,2,0.2,0.2,1682,188.0
Avatar's Love,Rachel Clinton,10Sep3:15pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-10 15:15:00.000000,2019-09-10,54900,15,10,1,0,83763,10,2,13.5,1.0,0,10,5,2,0.2,0.2,1686,188.0
Peace Excerpt,Rachel Clinton,10Sep3:10pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-10 15:10:00.000000,2019-09-10,54600,15,10,1,0,84063,10,2,13.5,1.0,0,10,5,2,0.2,0.2,1683,188.0
Avatar: The Last Air Bender,The TV Theme Players,10Sep3:09pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-10 15:09:00.000000,2019-09-10,54540,15,10,1,0,84123,2,2,13.5,1.0,0,2,1,2,1.0,1.0,1681,560.0
"Avatar: The Legend of Aang Theme (From ""Avatar: The Legend of Aang"")",Anime Kei,10Sep3:08pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-10 15:08:00.000000,2019-09-10,54480,15,10,1,0,84183,2,2,13.5,1.0,0,2,1,2,1.0,1.0,1680,560.0
Wheels,Jeremy Zuckerman,10Sep1:30pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-10 13:30:00.000000,2019-09-10,48600,13,10,1,0,3663,39,1,13.0,1.0,0,39,21,10,0.2564102564102564,0.02564102564102564,3479,72.0
Firebending Training,Jeremy Zuckerman,10Sep1:28pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-10 13:28:00.000000,2019-09-10,48480,13,10,1,0,3783,39,1,13.0,1.0,0,39,21,10,0.2564102564102564,0.02564102564102564,3470,72.0
Left My Heart in Republic City,Jeremy Zuckerman,10Sep1:26pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-10 13:26:00.000000,2019-09-10,48360,13,10,1,0,3903,39,1,13.0,1.0,0,39,21,10,0.2564102564102564,0.02564102564102564,3476,72.0
A Peaceful Place,Jeremy Zuckerman,10Sep1:24pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-10 13:24:00.000000,2019-09-10,48240,13,10,1,0,4023,39,1,13.0,1.0,0,39,21,10,0.2564102564102564,0.02564102564102564,3356,72.0
Chi Blockers,Jeremy Zuckerman,10Sep1:21pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-10 13:21:00.000000,2019-09-10,48060,13,10,1,0,4203,39,1,13.0,1.0,0,39,21,10,0.2564102564102564,0.02564102564102564,3469,72.0
Amon,Jeremy Zuckerman,10Sep1:18pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-10 13:18:00.000000,2019-09-10,47880,13,10,1,0,4383,39,1,13.0,1.0,0,39,21,10,0.2564102564102564,0.02564102564102564,3464,72.0
Squeaky Rags,Jeremy Zuckerman,10Sep1:17pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-10 13:17:00.000000,2019-09-10,47820,13,10,1,0,4443,39,1,13.0,1.0,0,39,21,10,0.2564102564102564,0.02564102564102564,3478,72.0
Korra Confronts Tarrlok,Jeremy Zuckerman,10Sep1:14pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-10 13:14:00.000000,2019-09-10,47640,13,10,1,0,4623,39,1,13.0,1.0,0,39,21,10,0.2564102564102564,0.02564102564102564,3475,72.0
Fresh Air,Jeremy Zuckerman,10Sep1:13pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-10 13:13:00.000000,2019-09-10,47580,13,10,1,0,4683,39,1,13.0,1.0,0,39,21,10,0.2564102564102564,0.02564102564102564,3471,72.0
Before,Jeremy Zuckerman,10Sep1:05pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-10 13:05:00.000000,2019-09-10,47100,13,10,1,0,5163,39,1,13.0,1.0,0,39,21,10,0.2564102564102564,0.02564102564102564,3467,72.0
Good Ol' Days,Jeremy Zuckerman,10Sep1:03pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-10 13:03:00.000000,2019-09-10,46980,13,10,1,0,5283,39,1,13.0,1.0,0,39,21,10,0.2564102564102564,0.02564102564102564,3472,72.0
Hittin' on All Sixes,Jeremy Zuckerman,10Sep1:01pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-10 13:01:00.000000,2019-09-10,46860,13,10,1,0,5403,39,1,13.0,1.0,0,39,21,10,0.2564102564102564,0.02564102564102564,3473,72.0
On the Lam,Jeremy Zuckerman,10Sep12:59pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-10 12:59:00.000000,2019-09-10,46740,12,10,1,0,5523,39,1,12.0,1.0,0,39,21,10,0.2564102564102564,0.02564102564102564,3477,72.0
Asami and Mako Dine,Jeremy Zuckerman,10Sep12:58pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-10 12:58:00.000000,2019-09-10,46680,12,10,1,0,5583,39,1,12.0,1.0,0,39,21,10,0.2564102564102564,0.02564102564102564,3466,72.0
Being Patient / Beifong's Sacrifice,Jeremy Zuckerman,10Sep12:54pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-10 12:54:00.000000,2019-09-10,46440,12,10,1,0,5823,39,1,12.0,1.0,0,39,21,10,0.2564102564102564,0.02564102564102564,3468,72.0
An Impossible Crime,Jeremy Zuckerman,10Sep12:52pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-10 12:52:00.000000,2019-09-10,46320,12,10,1,0,5943,39,1,12.0,1.0,0,39,21,10,0.2564102564102564,0.02564102564102564,3465,72.0
In a Box,Jeremy Zuckerman,10Sep12:50pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-10 12:50:00.000000,2019-09-10,46200,12,10,1,0,6063,39,1,12.0,1.0,0,39,21,10,0.2564102564102564,0.02564102564102564,3474,72.0
Air Tight,Jeremy Zuckerman,10Sep12:47pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-10 12:47:00.000000,2019-09-10,46020,12,10,1,0,6243,39,1,12.0,1.0,0,39,21,10,0.2564102564102564,0.02564102564102564,3463,72.0
Superbug,King Gizzard & The Lizard Wizard,10Sep12:22pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-10 12:22:00.000000,2019-09-10,44520,12,10,1,0,7743,9,1,12.0,1.0,0,9,5,4,0.4444444444444444,0.1111111111111111,2457,207.0
PLANET B,King Gizzard & The Lizard Wizard,10Sep12:18pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-10 12:18:00.000000,2019-09-10,44280,12,10,1,0,7983,9,1,12.0,1.0,0,9,5,4,0.4444444444444444,0.1111111111111111,2505,207.0
Mars For The Rich,King Gizzard & The Lizard Wizard,10Sep12:14pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-10 12:14:00.000000,2019-09-10,44040,12,10,1,0,8223,9,1,12.0,1.0,0,9,5,4,0.4444444444444444,0.1111111111111111,2503,207.0
Work This Time,King Gizzard & The Lizard Wizard,10Sep12:09pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-10 12:09:00.000000,2019-09-10,43740,12,10,1,0,8523,9,2,12.5,2.5,0,9,5,4,0.4444444444444444,0.2222222222222222,1961,207.0
Crystal Clear,Johannes Bornlöf,10Sep12:05pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-10 12:05:00.000000,2019-09-10,43500,12,10,1,0,8763,85,1,12.0,1.0,0,85,13,22,0.25882352941176473,0.011764705882352941,4233,38.0
In your eyes,Mewael Yemane,10Sep9:39am,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-10 09:39:00.000000,2019-09-10,34740,9,10,1,0,17523,2,2,10.0,0.5,0,2,1,2,1.0,1.0,1407,560.0
Luz,Tristan Eckerson,10Sep9:33am,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-10 09:33:00.000000,2019-09-10,34380,9,10,1,0,17883,2,2,9.0,0.5,0,2,1,2,1.0,1.0,1899,560.0
Lake House,Silver And Nothing,9Sep7:36pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-09 19:36:00.000000,2019-09-09,70560,19,9,0,0,68103,3,1,19.0,0.0,0,3,2,2,0.6666666666666666,0.3333333333333333,2972,434.0
Petals,Floriscope,9Sep7:34pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-09 19:34:00.000000,2019-09-09,70440,19,9,0,0,68223,5,4,10.25,2.25,0,5,2,4,0.8,0.8,764,310.0
Arrebol,Lionel Scardino,9Sep7:32pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-09 19:32:00.000000,2019-09-09,70320,19,9,0,0,68343,4,4,17.75,2.0,1,4,1,4,1.0,1.0,782,369.0
Different Beginning,Kylian Rebour,9Sep7:31pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-09 19:31:00.000000,2019-09-09,70260,19,9,0,0,68403,5,5,18.6,1.2,0,5,1,5,1.0,1.0,550,310.0
Seljalandsfoss,Oddur Klemenzson,9Sep7:24pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-09 19:24:00.000000,2019-09-09,69840,19,9,0,0,68823,4,4,17.75,2.0,1,4,1,4,1.0,1.0,860,369.0
Dépaysant,Charlot Bélair,9Sep7:22pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-09 19:22:00.000000,2019-09-09,69720,19,9,0,0,68943,4,4,18.5,2.0,1,4,1,4,1.0,1.0,906,369.0
Porcelain,Lambert,9Sep7:19pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-09 19:19:00.000000,2019-09-09,69540,19,9,0,0,69123,5,3,17.333333333333332,1.0,0,5,3,3,0.6,0.6,1105,310.0
Guarda,Elliot Ziegler,9Sep7:17pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-09 19:17:00.000000,2019-09-09,69420,19,9,0,0,69243,12,6,16.333333333333332,1.3333333333333333,0,12,2,6,0.5,0.5,506,166.0
Falling too Far,Mellancolia,9Sep7:14pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-09 19:14:00.000000,2019-09-09,69240,19,9,0,0,69423,2,2,19.5,0.5,0,2,1,2,1.0,1.0,1934,560.0
Got What You Need,Eve,9Sep5:19pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-09 17:19:00.000000,2019-09-09,62340,17,9,0,0,76323,1,1,17.0,0.0,0,1,1,1,1.0,1.0,2843,807.0
Star Exploding In Slow Motion,The Comet Is Coming,9Sep5:12pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-09 17:12:00.000000,2019-09-09,61920,17,9,0,0,76743,184,1,17.0,0.0,0,184,21,78,0.42391304347826086,0.005434782608695652,4825,9.0
Ascension,The Comet Is Coming,9Sep5:06pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-09 17:06:00.000000,2019-09-09,61560,17,9,0,0,77103,184,1,17.0,0.0,0,184,21,78,0.42391304347826086,0.005434782608695652,4816,9.0
New Age,The Comet Is Coming,9Sep3:54pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-09 15:54:00.000000,2019-09-09,57240,15,9,0,0,81423,184,1,15.0,0.0,0,184,21,78,0.42391304347826086,0.005434782608695652,4824,9.0
Unity,The Comet Is Coming,9Sep3:54pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-09 15:54:00.000000,2019-09-09,57240,15,9,0,0,81423,184,10,14.0,2.5,2,184,21,78,0.42391304347826086,0.05434782608695652,218,9.0
Lightyears (feat. Joshua Idehen),The Comet Is Coming,9Sep3:45pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-09 15:45:00.000000,2019-09-09,56700,15,9,0,0,81963,184,1,15.0,0.0,0,184,21,78,0.42391304347826086,0.005434782608695652,4821,9.0
Final Eclipse (Full Version),The Comet Is Coming,9Sep3:38pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-09 15:38:00.000000,2019-09-09,56280,15,9,0,0,82383,184,1,15.0,0.0,0,184,21,78,0.42391304347826086,0.005434782608695652,4820,9.0
Do The Milky Way,The Comet Is Coming,9Sep3:35pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-09 15:35:00.000000,2019-09-09,56100,15,9,0,0,82563,184,3,16.0,1.0,0,184,21,78,0.42391304347826086,0.016304347826086956,1163,9.0
Neon Baby,The Comet Is Coming,9Sep3:31pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-09 15:31:00.000000,2019-09-09,55860,15,9,0,0,82803,184,1,15.0,0.0,0,184,21,78,0.42391304347826086,0.005434782608695652,4823,9.0
The Prophecy,The Comet Is Coming,9Sep3:29pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-09 15:29:00.000000,2019-09-09,55740,15,9,0,0,82923,184,2,15.5,1.0,0,184,21,78,0.42391304347826086,0.010869565217391304,1479,9.0
Summon The Fire,The Comet Is Coming,9Sep3:09pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-09 15:09:00.000000,2019-09-09,54540,15,9,0,0,84123,184,78,14.076923076923077,3.3205128205128207,11,184,21,78,0.42391304347826086,0.42391304347826086,5,9.0
Uaxuctum: III. —,Giacinto Scelsi,9Sep3:03pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-09 15:03:00.000000,2019-09-09,54180,15,9,0,0,84483,1,1,15.0,0.0,0,1,1,1,1.0,1.0,2481,807.0
Suite for Symphonic Strings: Nocturne ,The Academy Studio Orchestra,9Sep2:59pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-09 14:59:00.000000,2019-09-09,53940,14,9,0,0,84723,1,1,14.0,0.0,0,1,1,1,1.0,1.0,2565,807.0
Cry,Johnnie Ray,9Sep2:56pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-09 14:56:00.000000,2019-09-09,53760,14,9,0,0,84903,1,1,14.0,0.0,0,1,1,1,1.0,1.0,4231,807.0
Rothko Chapel 2,Morton Feldman,9Sep2:51pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-09 14:51:00.000000,2019-09-09,53460,14,9,0,0,85203,2,1,14.0,0.0,0,2,2,1,0.5,0.5,2431,560.0
Prelude ,Ingram Marshall,9Sep2:45pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-09 14:45:00.000000,2019-09-09,53100,14,9,0,0,85563,3,1,14.0,0.0,0,3,2,2,0.6666666666666666,0.3333333333333333,3069,434.0
This Bitter Earth,Dinah Washington,9Sep2:42pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-09 14:42:00.000000,2019-09-09,52920,14,9,0,0,85743,1,1,14.0,0.0,0,1,1,1,1.0,1.0,2590,807.0
Ingram Marshall (b. 1942): Fog Tropes,Ingram Marshall,9Sep2:32pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-09 14:32:00.000000,2019-09-09,52320,14,9,0,0,86343,3,2,16.0,0.5,0,3,2,2,0.6666666666666666,0.6666666666666666,2044,434.0
South Bronx,Boogie Down Productions,9Sep2:28pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-09 14:28:00.000000,2019-09-09,52080,14,9,0,0,183,1,1,14.0,0.0,0,1,1,1,1.0,1.0,2581,807.0
Mind Playing Tricks on Me,Geto Boys,9Sep2:18pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-09 14:18:00.000000,2019-09-09,51480,14,9,0,0,783,1,1,14.0,0.0,0,1,1,1,1.0,1.0,2538,807.0
The Breaks,Kurtis Blow,9Sep2:10pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-09 14:10:00.000000,2019-09-09,51000,14,9,0,0,1263,1,1,14.0,0.0,0,1,1,1,1.0,1.0,2640,807.0
Strictly Business,EPMD,9Sep2:05pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-09 14:05:00.000000,2019-09-09,50700,14,9,0,0,1563,1,1,14.0,0.0,0,1,1,1,1.0,1.0,2561,807.0
The Message (Re,Grandmaster Flash and The Furious Five,9Sep2:00pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-09 14:00:00.000000,2019-09-09,50400,14,9,0,0,1863,1,1,14.0,0.0,0,1,1,1,1.0,1.0,2608,807.0
T69 Collapse,Aphex Twin,9Sep1:09pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-09 13:09:00.000000,2019-09-09,47340,13,9,0,0,4923,4,1,13.0,0.0,0,4,3,2,0.5,0.25,4661,369.0
Lush,Four Tet,9Sep12:36pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-09-09 12:36:00.000000,2019-09-09,45360,12,9,0,0,6903,2,1,12.0,0.0,0,2,2,1,0.5,0.5,3010,560.0
