song,artist,username,total_plays,time_since_play,avg_play_hour,avg_play_day,total_weekend_plays,total_artist_plays,artist_distinct_songs,artist_max_song_count,artist_max_song_percent,percent_of_artist_play,song_rank,artist_rank
Another Version of Me,Madness,COKUNUBI,1,64923,20.0,1.0,0,12,12,1,0.08333333333333333,0.08333333333333333,3711,166.0
Blackbird,Madness,COKUNUBI,1,65403,20.0,1.0,0,12,12,1,0.08333333333333333,0.08333333333333333,3712,166.0
Can't Touch Us Now,Madness,COKUNUBI,1,66483,20.0,1.0,0,12,12,1,0.08333333333333333,0.08333333333333333,3713,166.0
Don't Leave The Past Behind You,Madness,COKUNUBI,1,64323,20.0,1.0,0,12,12,1,0.08333333333333333,0.08333333333333333,3714,166.0
Good Times,Madness,COKUNUBI,1,66183,20.0,1.0,0,12,12,1,0.08333333333333333,0.08333333333333333,3715,166.0
Grandslam,Madness,COKUNUBI,1,65583,20.0,1.0,0,12,12,1,0.08333333333333333,0.08333333333333333,3716,166.0
Herbert,Madness,COKUNUBI,1,64563,20.0,1.0,0,12,12,1,0.08333333333333333,0.08333333333333333,3717,166.0
I Believe,Madness,COKUNUBI,1,65763,20.0,1.0,0,12,12,1,0.08333333333333333,0.08333333333333333,3718,166.0
Mr. Apples,Madness,COKUNUBI,1,66003,20.0,1.0,0,12,12,1,0.08333333333333333,0.08333333333333333,3719,166.0
Mumbo Jumbo,Madness,COKUNUBI,1,64743,20.0,1.0,0,12,12,1,0.08333333333333333,0.08333333333333333,3720,166.0
You Are My Everything,Madness,COKUNUBI,1,65163,20.0,1.0,0,12,12,1,0.08333333333333333,0.08333333333333333,3721,166.0
(Ghost) Riders in the Sky,Johnny Cash,rosiedempsey93,6,83388,15.166666666666666,2.6666666666666665,0,346,79,35,0.10115606936416185,0.017341040462427744,209,1.0
25 Minutes to Go ,Johnny Cash,rosiedempsey93,11,79968,13.090909090909092,3.8181818181818183,3,346,79,35,0.10115606936416185,0.031791907514450865,57,1.0
A Boy Named Sue ,Johnny Cash,rosiedempsey93,14,85008,16.142857142857142,2.5,1,346,79,35,0.10115606936416185,0.04046242774566474,36,1.0
Ain't No Grave,Johnny Cash,rosiedempsey93,5,82608,13.2,3.2,0,346,79,35,0.10115606936416185,0.014450867052023121,249,1.0
Ballad Of A Teenage Queen,Johnny Cash,rosiedempsey93,1,69528,19.0,0.0,0,346,79,35,0.10115606936416185,0.002890173410404624,1464,1.0
Big River,Johnny Cash,rosiedempsey93,32,85608,13.28125,2.4375,5,346,79,35,0.10115606936416185,0.09248554913294797,4,1.0
Big River ,Johnny Cash,rosiedempsey93,1,74268,17.0,0.0,0,346,79,35,0.10115606936416185,0.002890173410404624,1465,1.0
Blue Train,Johnny Cash,rosiedempsey93,1,20868,8.0,0.0,0,346,79,35,0.10115606936416185,0.002890173410404624,1466,1.0
Born to Lose,Johnny Cash,rosiedempsey93,2,5868,12.5,0.0,0,346,79,35,0.10115606936416185,0.005780346820809248,899,1.0
Brakeman's Blues ,Johnny Cash,rosiedempsey93,1,19308,9.0,0.0,0,346,79,35,0.10115606936416185,0.002890173410404624,1467,1.0
Busted ,Johnny Cash,rosiedempsey93,17,83148,15.058823529411764,3.411764705882353,4,346,79,35,0.10115606936416185,0.049132947976878616,20,1.0
Cocaine Blues ,Johnny Cash,rosiedempsey93,18,81888,12.555555555555555,3.6666666666666665,4,346,79,35,0.10115606936416185,0.05202312138728324,17,1.0
"Cold, Cold Heart",Johnny Cash,rosiedempsey93,1,69228,19.0,0.0,0,346,79,35,0.10115606936416185,0.002890173410404624,1468,1.0
Country Boy,Johnny Cash,rosiedempsey93,1,22848,8.0,0.0,0,346,79,35,0.10115606936416185,0.002890173410404624,1469,1.0
Country Boy ,Johnny Cash,rosiedempsey93,1,18408,9.0,0.0,0,346,79,35,0.10115606936416185,0.002890173410404624,1470,1.0
Cry Cry Cry,Johnny Cash,rosiedempsey93,1,14808,10.0,4.0,0,346,79,35,0.10115606936416185,0.002890173410404624,1471,1.0
Daddy Sang Bass,Johnny Cash,rosiedempsey93,4,81948,14.25,3.5,1,346,79,35,0.10115606936416185,0.011560693641618497,429,1.0
Dark as the Dungeon ,Johnny Cash,rosiedempsey93,8,78648,12.25,3.75,2,346,79,35,0.10115606936416185,0.023121387283236993,119,1.0
Dirty Old Egg,Johnny Cash,rosiedempsey93,4,68400,11.25,3.0,0,346,79,35,0.10115606936416185,0.011560693641618497,433,1.0
Doin' My Time,Johnny Cash,rosiedempsey93,1,20328,8.0,0.0,0,346,79,35,0.10115606936416185,0.002890173410404624,1472,1.0
Flushed from the Bathroom of Your Heart ,Johnny Cash,rosiedempsey93,2,49488,4.0,4.0,0,346,79,35,0.10115606936416185,0.005780346820809248,902,1.0
Folsom Prison Blues,Johnny Cash,rosiedempsey93,5,66288,12.4,3.2,0,346,79,35,0.10115606936416185,0.014450867052023121,270,1.0
Folsom Prison Blues ,Johnny Cash,rosiedempsey93,18,79548,13.833333333333334,3.4444444444444446,3,346,79,35,0.10115606936416185,0.05202312138728324,15,1.0
Get Rhythm,Johnny Cash,rosiedempsey93,35,83388,12.542857142857143,2.2285714285714286,4,346,79,35,0.10115606936416185,0.10115606936416185,3,1.0
Give My Love to Rose,Johnny Cash,rosiedempsey93,1,20148,8.0,0.0,0,346,79,35,0.10115606936416185,0.002890173410404624,1473,1.0
Give My Love to Rose ,Johnny Cash,rosiedempsey93,6,72708,11.833333333333334,3.8333333333333335,2,346,79,35,0.10115606936416185,0.017341040462427744,189,1.0
God's Gonna Cut You Down,Johnny Cash,rosiedempsey93,6,83748,16.833333333333332,2.1666666666666665,0,346,79,35,0.10115606936416185,0.017341040462427744,190,1.0
"Green, Green Grass of Home ",Johnny Cash,rosiedempsey93,3,71028,6.666666666666667,4.0,0,346,79,35,0.10115606936416185,0.008670520231213872,552,1.0
Greystone Chapel ,Johnny Cash,rosiedempsey93,3,70848,8.666666666666666,3.0,0,346,79,35,0.10115606936416185,0.008670520231213872,551,1.0
Guess Things Happen That Way ,Johnny Cash,rosiedempsey93,1,51888,0.0,1.0,0,346,79,35,0.10115606936416185,0.002890173410404624,1474,1.0
Heart Of Gold,Johnny Cash,rosiedempsey93,4,82128,14.0,3.5,1,346,79,35,0.10115606936416185,0.011560693641618497,414,1.0
Home Of The Blues,Johnny Cash,rosiedempsey93,1,19008,9.0,0.0,0,346,79,35,0.10115606936416185,0.002890173410404624,1475,1.0
Hurt,Johnny Cash,rosiedempsey93,3,49068,5.0,3.6666666666666665,0,346,79,35,0.10115606936416185,0.008670520231213872,571,1.0
I Could Never Be Ashamed of You,Johnny Cash,rosiedempsey93,1,74568,17.0,0.0,0,346,79,35,0.10115606936416185,0.002890173410404624,1476,1.0
I Couldn't Keep from Crying,Johnny Cash,rosiedempsey93,1,5208,13.0,0.0,0,346,79,35,0.10115606936416185,0.002890173410404624,1477,1.0
I Forgot to Remember to Forget,Johnny Cash,rosiedempsey93,1,18828,9.0,0.0,0,346,79,35,0.10115606936416185,0.002890173410404624,1478,1.0
I Forgot to Remember to Forget ,Johnny Cash,rosiedempsey93,1,20628,8.0,0.0,0,346,79,35,0.10115606936416185,0.002890173410404624,1479,1.0
I Got Stripes ,Johnny Cash,rosiedempsey93,4,72708,15.25,3.0,0,346,79,35,0.10115606936416185,0.011560693641618497,441,1.0
I Hung My Head,Johnny Cash,rosiedempsey93,1,14448,10.0,4.0,0,346,79,35,0.10115606936416185,0.002890173410404624,1480,1.0
I Just Thought You'd Like to Know ,Johnny Cash,rosiedempsey93,1,6348,12.0,0.0,0,346,79,35,0.10115606936416185,0.002890173410404624,1481,1.0
I Love You Because ,Johnny Cash,rosiedempsey93,1,18708,9.0,0.0,0,346,79,35,0.10115606936416185,0.002890173410404624,1463,1.0
I Still Miss Someone ,Johnny Cash,rosiedempsey93,9,84288,15.222222222222221,3.6666666666666665,2,346,79,35,0.10115606936416185,0.02601156069364162,89,1.0
I Walk the Line,Johnny Cash,rosiedempsey93,12,84228,13.583333333333334,2.0,0,346,79,35,0.10115606936416185,0.03468208092485549,48,1.0
I've Been Everywhere,Johnny Cash,rosiedempsey93,5,82428,14.6,3.6,1,346,79,35,0.10115606936416185,0.014450867052023121,276,1.0
It Ain't Me Babe,Johnny Cash,rosiedempsey93,1,13788,10.0,4.0,0,346,79,35,0.10115606936416185,0.002890173410404624,1462,1.0
It's Just About Time,Johnny Cash,rosiedempsey93,1,18348,9.0,0.0,0,346,79,35,0.10115606936416185,0.002890173410404624,1440,1.0
Jackson,Johnny Cash,rosiedempsey93,8,83028,16.875,3.0,1,346,79,35,0.10115606936416185,0.023121387283236993,118,1.0
Jackson ,Johnny Cash,rosiedempsey93,6,71508,10.333333333333334,4.166666666666667,2,346,79,35,0.10115606936416185,0.017341040462427744,195,1.0
Luther Played the Boogie,Johnny Cash,rosiedempsey93,1,22728,8.0,0.0,0,346,79,35,0.10115606936416185,0.002890173410404624,1461,1.0
Man in Black,Johnny Cash,rosiedempsey93,13,82068,13.153846153846153,3.3846153846153846,1,346,79,35,0.10115606936416185,0.03757225433526012,41,1.0
My Treasure ,Johnny Cash,rosiedempsey93,1,19968,9.0,0.0,0,346,79,35,0.10115606936416185,0.002890173410404624,1441,1.0
My Two,Johnny Cash,rosiedempsey93,1,68868,19.0,0.0,0,346,79,35,0.10115606936416185,0.002890173410404624,1442,1.0
New Mexico,Johnny Cash,rosiedempsey93,1,19188,9.0,0.0,0,346,79,35,0.10115606936416185,0.002890173410404624,1443,1.0
"Oh, Lonesome Me",Johnny Cash,rosiedempsey93,1,23028,8.0,0.0,0,346,79,35,0.10115606936416185,0.002890173410404624,1444,1.0
"Oh, Lonesome Me ",Johnny Cash,rosiedempsey93,1,19308,9.0,0.0,0,346,79,35,0.10115606936416185,0.002890173410404624,1445,1.0
One More Ride ,Johnny Cash,rosiedempsey93,1,73848,18.0,0.0,0,346,79,35,0.10115606936416185,0.002890173410404624,1446,1.0
One Piece At A Time,Johnny Cash,rosiedempsey93,1,15048,10.0,4.0,0,346,79,35,0.10115606936416185,0.002890173410404624,1447,1.0
Orange Blossom Special ,Johnny Cash,rosiedempsey93,5,65088,11.0,4.2,2,346,79,35,0.10115606936416185,0.014450867052023121,254,1.0
Personal Jesus,Johnny Cash,rosiedempsey93,4,79848,15.25,3.75,0,346,79,35,0.10115606936416185,0.011560693641618497,455,1.0
Remember Me (I'm the One Who Loves You),Johnny Cash,rosiedempsey93,1,19728,9.0,0.0,0,346,79,35,0.10115606936416185,0.002890173410404624,1448,1.0
Ring of Fire,Johnny Cash,rosiedempsey93,5,59328,14.8,2.0,0,346,79,35,0.10115606936416185,0.014450867052023121,258,1.0
Rusty Cage,Johnny Cash,rosiedempsey93,5,81708,14.0,3.2,0,346,79,35,0.10115606936416185,0.014450867052023121,259,1.0
Send a Picture of Mother ,Johnny Cash,rosiedempsey93,4,79548,11.75,4.25,1,346,79,35,0.10115606936416185,0.011560693641618497,473,1.0
She Used to Love Me a Lot,Johnny Cash,rosiedempsey93,3,80388,14.666666666666666,3.6666666666666665,0,346,79,35,0.10115606936416185,0.008670520231213872,513,1.0
So Doggone Lonesome,Johnny Cash,rosiedempsey93,1,18168,9.0,0.0,0,346,79,35,0.10115606936416185,0.002890173410404624,1449,1.0
Straight A's in Love,Johnny Cash,rosiedempsey93,1,19848,9.0,0.0,0,346,79,35,0.10115606936416185,0.002890173410404624,1450,1.0
Sunday Morning Coming Down ,Johnny Cash,rosiedempsey93,1,14208,10.0,4.0,0,346,79,35,0.10115606936416185,0.002890173410404624,1451,1.0
Thanks a Lot,Johnny Cash,rosiedempsey93,1,69408,19.0,0.0,0,346,79,35,0.10115606936416185,0.002890173410404624,1452,1.0
The Long Black Veil ,Johnny Cash,rosiedempsey93,4,79188,9.25,4.75,2,346,79,35,0.10115606936416185,0.011560693641618497,460,1.0
The Man Comes Around,Johnny Cash,rosiedempsey93,7,82908,16.857142857142858,2.857142857142857,0,346,79,35,0.10115606936416185,0.02023121387283237,136,1.0
The Wall ,Johnny Cash,rosiedempsey93,4,49128,2.0,4.5,2,346,79,35,0.10115606936416185,0.011560693641618497,470,1.0
The Wreck of the Old 97,Johnny Cash,rosiedempsey93,1,19068,9.0,0.0,0,346,79,35,0.10115606936416185,0.002890173410404624,1453,1.0
Train of Love,Johnny Cash,rosiedempsey93,1,74688,17.0,0.0,0,346,79,35,0.10115606936416185,0.002890173410404624,1454,1.0
Wide Open Road,Johnny Cash,rosiedempsey93,1,23268,8.0,0.0,0,346,79,35,0.10115606936416185,0.002890173410404624,1455,1.0
Wide Open Road ,Johnny Cash,rosiedempsey93,1,20688,8.0,0.0,0,346,79,35,0.10115606936416185,0.002890173410404624,1456,1.0
You Are My Sunshine,Johnny Cash,rosiedempsey93,1,50328,0.0,4.0,0,346,79,35,0.10115606936416185,0.002890173410404624,1457,1.0
You Tell Me,Johnny Cash,rosiedempsey93,1,23088,8.0,0.0,0,346,79,35,0.10115606936416185,0.002890173410404624,1458,1.0
You Win Again ,Johnny Cash,rosiedempsey93,1,18588,9.0,0.0,0,346,79,35,0.10115606936416185,0.002890173410404624,1459,1.0
You're the Nearest Thing to Heaven ,Johnny Cash,rosiedempsey93,1,20448,8.0,0.0,0,346,79,35,0.10115606936416185,0.002890173410404624,1460,1.0
(How Could Anybody) Feel At Home,Open Mike Eagle,COKUNUBI,1,78423,16.0,2.0,0,32,26,3,0.09375,0.03125,3701,82.0
95 Radios,Open Mike Eagle,COKUNUBI,2,76803,9.5,3.5,1,32,26,3,0.09375,0.0625,1931,82.0
Dark Comedy Late Show,Open Mike Eagle,COKUNUBI,3,77283,12.0,1.3333333333333333,0,32,26,3,0.09375,0.09375,1207,82.0
Dark Comedy Morning Show (feat. Toy Light),Open Mike Eagle,COKUNUBI,2,77703,12.5,1.5,0,32,26,3,0.09375,0.0625,1816,82.0
Eat Your Feelings (feat. Method Man and Video Dave),Open Mike Eagle,COKUNUBI,1,75603,17.0,2.0,0,32,26,3,0.09375,0.03125,3702,82.0
Exiled from the Getalong Gang (feat. MC Paul Barman & The Kone),Open Mike Eagle,COKUNUBI,1,73743,18.0,2.0,0,32,26,3,0.09375,0.03125,3703,82.0
Extra Consent,Open Mike Eagle,COKUNUBI,2,78123,16.5,2.0,0,32,26,3,0.09375,0.0625,2067,82.0
Heaven Application (feat. Percy Miracles),Open Mike Eagle,COKUNUBI,1,75303,17.0,2.0,0,32,26,3,0.09375,0.03125,3704,82.0
Hymnal,Open Mike Eagle,COKUNUBI,1,76983,17.0,2.0,0,32,26,3,0.09375,0.03125,3705,82.0
"Kings (feat. Verbs, Real8 & Awkward)",Open Mike Eagle,COKUNUBI,1,73983,17.0,2.0,0,32,26,3,0.09375,0.03125,3706,82.0
Legendary Iron Hood,Open Mike Eagle,COKUNUBI,1,77943,16.0,2.0,0,32,26,3,0.09375,0.03125,3707,82.0
Lit (feat. Father),Open Mike Eagle,COKUNUBI,1,75783,17.0,2.0,0,32,26,3,0.09375,0.03125,3708,82.0
NH2 (Grins and Lies) [feat. Alpha MC],Open Mike Eagle,COKUNUBI,1,74643,17.0,2.0,0,32,26,3,0.09375,0.03125,3709,82.0
Nightmares (feat. Willie Green),Open Mike Eagle,COKUNUBI,1,75063,17.0,2.0,0,32,26,3,0.09375,0.03125,3700,82.0
No Body Nose (feat. Loden),Open Mike Eagle,COKUNUBI,1,74823,17.0,2.0,0,32,26,3,0.09375,0.03125,3661,82.0
Opening Theme,Open Mike Eagle,COKUNUBI,1,76563,17.0,2.0,0,32,26,3,0.09375,0.03125,3660,82.0
Police Myself (feat. MF DOOM),Open Mike Eagle,COKUNUBI,1,76323,17.0,2.0,0,32,26,3,0.09375,0.03125,3659,82.0
Racism 2.0 (feat. Sammus),Open Mike Eagle,COKUNUBI,1,75483,17.0,2.0,0,32,26,3,0.09375,0.03125,3575,82.0
Rappers Will Die of Natural Causes (feat. E.Super),Open Mike Eagle,COKUNUBI,1,74463,17.0,2.0,0,32,26,3,0.09375,0.03125,3576,82.0
Rent Party Revolution (feat. E.Super),Open Mike Eagle,COKUNUBI,1,74103,17.0,2.0,0,32,26,3,0.09375,0.03125,3577,82.0
The Processional (The Funeral March) [feat. E.Super],Open Mike Eagle,COKUNUBI,1,75243,17.0,2.0,0,32,26,3,0.09375,0.03125,3578,82.0
Unfiltered (feat. Danny Brown),Open Mike Eagle,COKUNUBI,1,76503,17.0,2.0,0,32,26,3,0.09375,0.03125,3579,82.0
Very Much Money (Ice King Dream),Open Mike Eagle,COKUNUBI,1,77523,16.0,2.0,0,32,26,3,0.09375,0.03125,3580,82.0
Why Pianos Break (feat. P.O.S. & Taco Neck),Open Mike Eagle,COKUNUBI,1,74283,17.0,2.0,0,32,26,3,0.09375,0.03125,3581,82.0
Woke As Me (feat. Phonte),Open Mike Eagle,COKUNUBI,1,76143,17.0,2.0,0,32,26,3,0.09375,0.03125,3582,82.0
Ziggy Starfish (Anxiety Raps) [feat. Gold Panda],Open Mike Eagle,COKUNUBI,2,78603,10.0,3.5,1,32,26,3,0.09375,0.0625,1989,82.0
(I Can't Get No) Satisfaction,The Rolling Stones,rosiedempsey93,1,76728,17.0,2.0,0,27,11,5,0.18518518518518517,0.037037037037037035,1402,37.0
Brown Sugar ,The Rolling Stones,rosiedempsey93,3,85428,14.333333333333334,3.0,1,27,11,5,0.18518518518518517,0.1111111111111111,667,37.0
Gimme Shelter,The Rolling Stones,rosiedempsey93,4,81468,16.25,4.25,3,27,11,5,0.18518518518518517,0.14814814814814814,367,37.0
Jumpin' Jack Flash ,The Rolling Stones,rosiedempsey93,1,85848,14.0,6.0,1,27,11,5,0.18518518518518517,0.037037037037037035,1403,37.0
Let It Loose,The Rolling Stones,rosiedempsey93,5,74208,10.2,3.0,1,27,11,5,0.18518518518518517,0.18518518518518517,313,37.0
Out Of Time ,The Rolling Stones,rosiedempsey93,1,73968,18.0,3.0,0,27,11,5,0.18518518518518517,0.037037037037037035,1404,37.0
Paint It Black,The Rolling Stones,rosiedempsey93,2,85608,16.5,5.5,2,27,11,5,0.18518518518518517,0.07407407407407407,765,37.0
Ruby Tuesday,The Rolling Stones,rosiedempsey93,2,70308,10.0,4.5,1,27,11,5,0.18518518518518517,0.07407407407407407,764,37.0
Start Me Up ,The Rolling Stones,rosiedempsey93,1,86028,14.0,6.0,1,27,11,5,0.18518518518518517,0.037037037037037035,1405,37.0
Sympathy For The Devil ,The Rolling Stones,rosiedempsey93,2,77028,15.5,5.5,2,27,11,5,0.18518518518518517,0.07407407407407407,754,37.0
Under My Thumb,The Rolling Stones,rosiedempsey93,5,85188,18.0,4.2,3,27,11,5,0.18518518518518517,0.18518518518518517,310,37.0
(I Don't Want To Go To) Chelsea,Elvis Costello & The Attractions,rosiedempsey93,4,75408,14.0,1.5,0,9,2,5,0.5555555555555556,0.4444444444444444,366,141.0
Pump It Up,Elvis Costello & The Attractions,rosiedempsey93,5,79548,11.4,2.8,1,9,2,5,0.5555555555555556,0.5555555555555556,285,141.0
(I'm Not Your) Steppin' Stone ,The Monkees,rosiedempsey93,4,76968,15.75,2.25,1,5,2,4,0.8,0.8,397,215.0
Daydream Believer,The Monkees,rosiedempsey93,1,66588,20.0,0.0,0,5,2,4,0.8,0.2,1406,215.0
(I'm) Stranded,The Saints,rosiedempsey93,1,66888,19.0,0.0,0,7,3,4,0.5714285714285714,0.14285714285714285,1407,168.0
I'm Stranded,The Saints,rosiedempsey93,2,14928,11.0,3.0,0,7,3,4,0.5714285714285714,0.2857142857142857,819,168.0
Untitled ,The Saints,rosiedempsey93,4,74688,15.25,2.25,0,7,3,4,0.5714285714285714,0.5714285714285714,404,168.0
(Just Step Prelude),Mobb Deep,COKUNUBI,5,76083,13.0,0.4,0,97,55,7,0.07216494845360824,0.05154639175257732,579,33.0
(The Grave Prelude),Mobb Deep,COKUNUBI,2,16983,10.5,0.0,0,97,55,7,0.07216494845360824,0.020618556701030927,1694,33.0
(The Infamous Prelude),Mobb Deep,COKUNUBI,3,70683,12.333333333333334,0.0,0,97,55,7,0.07216494845360824,0.030927835051546393,1193,33.0
Adrenaline,Mobb Deep,COKUNUBI,1,81483,15.0,0.0,0,97,55,7,0.07216494845360824,0.010309278350515464,3583,33.0
Allustrious,Mobb Deep,COKUNUBI,1,81723,15.0,0.0,0,97,55,7,0.07216494845360824,0.010309278350515464,3584,33.0
Animal Instinct,Mobb Deep,COKUNUBI,1,70323,18.0,0.0,0,97,55,7,0.07216494845360824,0.010309278350515464,3585,33.0
Bounce,Mobb Deep,COKUNUBI,1,5823,12.0,0.0,0,97,55,7,0.07216494845360824,0.010309278350515464,3586,33.0
Can't Fuck Wit (Feat. Big Noyd),Mobb Deep,COKUNUBI,1,80403,16.0,0.0,0,97,55,7,0.07216494845360824,0.010309278350515464,3587,33.0
Clap,Mobb Deep,COKUNUBI,1,5583,12.0,0.0,0,97,55,7,0.07216494845360824,0.010309278350515464,3588,33.0
Cradle to the Grave,Mobb Deep,COKUNUBI,2,16923,10.5,0.0,0,97,55,7,0.07216494845360824,0.020618556701030927,1526,33.0
Creep,Mobb Deep,COKUNUBI,1,73503,18.0,0.0,0,97,55,7,0.07216494845360824,0.010309278350515464,3589,33.0
Drink Away the Pain (Situations) (feat. Q,Mobb Deep,COKUNUBI,2,16623,10.5,0.0,0,97,55,7,0.07216494845360824,0.020618556701030927,1491,33.0
Drop A Gem On 'Em,Mobb Deep,COKUNUBI,1,72603,18.0,0.0,0,97,55,7,0.07216494845360824,0.010309278350515464,3590,33.0
Extortion,Mobb Deep,COKUNUBI,1,75063,17.0,0.0,0,97,55,7,0.07216494845360824,0.010309278350515464,3591,33.0
Eye For A Eye (Your Beef Is Mines) (Feat. Nas & Raekwon The Chef),Mobb Deep,COKUNUBI,5,78543,14.4,0.0,0,97,55,7,0.07216494845360824,0.05154639175257732,586,33.0
Get Away,Mobb Deep,COKUNUBI,1,6063,12.0,0.0,0,97,55,7,0.07216494845360824,0.010309278350515464,3592,33.0
Get Dealt With,Mobb Deep,COKUNUBI,1,67623,19.0,0.0,0,97,55,7,0.07216494845360824,0.010309278350515464,3593,33.0
Get at Me,Mobb Deep,COKUNUBI,1,3603,13.0,0.0,0,97,55,7,0.07216494845360824,0.010309278350515464,3594,33.0
Give Up the Goods (Just Step) (feat. Big Noyd),Mobb Deep,COKUNUBI,7,69963,12.142857142857142,0.2857142857142857,0,97,55,7,0.07216494845360824,0.07216494845360824,409,33.0
Got It Twisted,Mobb Deep,COKUNUBI,1,6483,12.0,0.0,0,97,55,7,0.07216494845360824,0.010309278350515464,3595,33.0
Handcuffs,Mobb Deep,COKUNUBI,1,4803,13.0,0.0,0,97,55,7,0.07216494845360824,0.010309278350515464,3596,33.0
Hell On Earth (Front Lines),Mobb Deep,COKUNUBI,2,73743,14.0,0.0,0,97,55,7,0.07216494845360824,0.020618556701030927,1644,33.0
Hey Luv (Anything) ,Mobb Deep,COKUNUBI,1,4563,13.0,0.0,0,97,55,7,0.07216494845360824,0.010309278350515464,3597,33.0
Hurt Niggas (Hurt),Mobb Deep,COKUNUBI,1,3843,13.0,0.0,0,97,55,7,0.07216494845360824,0.010309278350515464,3574,33.0
I'm Going Out (feat. Lil' Cease),Mobb Deep,COKUNUBI,1,81903,15.0,0.0,0,97,55,7,0.07216494845360824,0.010309278350515464,3573,33.0
Intro,Mobb Deep,COKUNUBI,2,82983,15.0,0.0,0,97,55,7,0.07216494845360824,0.020618556701030927,1364,33.0
It's Mine (feat. Nas),Mobb Deep,COKUNUBI,2,79083,13.0,0.0,0,97,55,7,0.07216494845360824,0.020618556701030927,1339,33.0
Kill That Nigga (Kill That),Mobb Deep,COKUNUBI,1,5283,13.0,0.0,0,97,55,7,0.07216494845360824,0.010309278350515464,3572,33.0
Let A Ho Be A Ho,Mobb Deep,COKUNUBI,1,82143,15.0,0.0,0,97,55,7,0.07216494845360824,0.010309278350515464,3571,33.0
Live Foul,Mobb Deep,COKUNUBI,2,71223,15.5,0.0,0,97,55,7,0.07216494845360824,0.020618556701030927,2024,33.0
Murda Muzik,Mobb Deep,COKUNUBI,1,79863,16.0,0.0,0,97,55,7,0.07216494845360824,0.010309278350515464,3553,33.0
My Gats Spitting,Mobb Deep,COKUNUBI,1,5043,13.0,0.0,0,97,55,7,0.07216494845360824,0.010309278350515464,3554,33.0
Party Over (feat. Big Noyd),Mobb Deep,COKUNUBI,2,15663,11.0,0.0,0,97,55,7,0.07216494845360824,0.020618556701030927,1820,33.0
Pray for me,Mobb Deep,COKUNUBI,1,6243,12.0,0.0,0,97,55,7,0.07216494845360824,0.010309278350515464,3555,33.0
Q.U. ,Mobb Deep,COKUNUBI,2,17523,10.0,0.0,0,97,55,7,0.07216494845360824,0.020618556701030927,1817,33.0
Quiet Storm,Mobb Deep,COKUNUBI,1,80943,16.0,0.0,0,97,55,7,0.07216494845360824,0.010309278350515464,3556,33.0
Quiet Storm (feat. Lil' Kim),Mobb Deep,COKUNUBI,1,78843,16.0,0.0,0,97,55,7,0.07216494845360824,0.010309278350515464,3557,33.0
