song,artist,username,total_plays,time_since_play,avg_play_hour,avg_play_day,total_weekend_plays,total_artist_plays,artist_distinct_songs,artist_max_song_count,artist_max_song_percent,percent_of_artist_play,song_rank,artist_rank
Married Life,Michael Giacchino,COKUNUBI,4,19443,10.0,2.0,0,73,24,5,0.0684931506849315,0.0547945205479452,884,44.0
Memories Can Weigh You Down,Michael Giacchino,COKUNUBI,2,18123,9.5,2.0,0,73,24,5,0.0684931506849315,0.0273972602739726,1960,44.0
Paradise Found,Michael Giacchino,COKUNUBI,5,79683,11.4,2.0,0,73,24,5,0.0684931506849315,0.0684931506849315,678,44.0
Seizing the Spirit of Adventure,Michael Giacchino,COKUNUBI,2,17823,9.5,2.0,0,73,24,5,0.0684931506849315,0.0273972602739726,1955,44.0
Stuff We Did,Michael Giacchino,COKUNUBI,5,79323,12.8,2.0,0,73,24,5,0.0684931506849315,0.0684931506849315,658,44.0
Tears Of Joy,Michael Giacchino,COKUNUBI,2,72123,19.0,2.0,0,73,24,5,0.0684931506849315,0.0273972602739726,1948,44.0
The Ellie Badge,Michael Giacchino,COKUNUBI,3,74763,12.0,1.6666666666666667,0,73,24,5,0.0684931506849315,0.0410958904109589,934,44.0
The Explorer Motel,Michael Giacchino,COKUNUBI,3,18483,10.0,2.0,0,73,24,5,0.0684931506849315,0.0410958904109589,933,44.0
The Nickel Tour,Michael Giacchino,COKUNUBI,3,18543,10.0,2.0,0,73,24,5,0.0684931506849315,0.0410958904109589,932,44.0
The Small Mailman Returns,Michael Giacchino,COKUNUBI,2,18063,9.5,2.0,0,73,24,5,0.0684931506849315,0.0273972602739726,1979,44.0
The Spirit of Adventure,Michael Giacchino,COKUNUBI,2,16863,9.5,2.0,0,73,24,5,0.0684931506849315,0.0273972602739726,2034,44.0
Three Dog Dash,Michael Giacchino,COKUNUBI,3,18783,9.666666666666666,2.0,0,73,24,5,0.0684931506849315,0.0410958904109589,1028,44.0
Up With End Credits,Michael Giacchino,COKUNUBI,2,17403,9.5,2.0,0,73,24,5,0.0684931506849315,0.0273972602739726,2085,44.0
Walkin' the House,Michael Giacchino,COKUNUBI,4,83823,11.0,1.75,0,73,24,5,0.0684931506849315,0.0547945205479452,882,44.0
We're in the Club Now,Michael Giacchino,COKUNUBI,3,19503,9.333333333333334,2.0,0,73,24,5,0.0684931506849315,0.0410958904109589,1026,44.0
54,Toots and The Maytals,COKUNUBI,2,31503,8.5,1.0,0,6,4,2,0.3333333333333333,0.3333333333333333,2048,278.0
Country Road,Toots and The Maytals,COKUNUBI,2,34263,7.0,2.0,0,6,4,2,0.3333333333333333,0.3333333333333333,2046,278.0
Louie Louie,Toots and The Maytals,COKUNUBI,1,26283,7.0,2.0,0,6,4,2,0.3333333333333333,0.16666666666666666,3760,278.0
Pressure Drop,Toots and The Maytals,COKUNUBI,1,29343,6.0,2.0,0,6,4,2,0.3333333333333333,0.16666666666666666,3761,278.0
"6 Bagatelles, Op. 126: No. 1 in G Major ",Ludwig van Beethoven,COKUNUBI,8,83283,16.125,2.125,1,86,21,18,0.20930232558139536,0.09302325581395349,333,37.0
Beethoven: Septet in E,Ludwig van Beethoven,COKUNUBI,3,10983,12.0,1.6666666666666667,0,86,21,18,0.20930232558139536,0.03488372093023256,1021,37.0
"Piano Sonata No.14 in C sharp minor, Op.27 No.2 ",Ludwig van Beethoven,COKUNUBI,4,73443,9.75,2.25,0,86,21,18,0.20930232558139536,0.046511627906976744,875,37.0
Piano Trio No. 2 in E,Ludwig van Beethoven,COKUNUBI,18,83583,14.333333333333334,0.9444444444444444,0,86,21,18,0.20930232558139536,0.20930232558139536,93,37.0
Piano Trio No. 8 in E,Ludwig van Beethoven,COKUNUBI,4,52803,14.25,3.0,0,86,21,18,0.20930232558139536,0.046511627906976744,852,37.0
"Piano Trio in C minor, Op. 1 No. 3: IV. Finale. Prestissimo",Ludwig van Beethoven,COKUNUBI,1,8103,12.0,3.0,0,86,21,18,0.20930232558139536,0.011627906976744186,3762,37.0
"Piano Trio in C minor, op. 1 no. 3: III. Menuetto. Quasi allegro",Ludwig van Beethoven,COKUNUBI,1,8643,12.0,3.0,0,86,21,18,0.20930232558139536,0.011627906976744186,3763,37.0
Septet In e Flat Major Op. 20: II. Adagio Cantabile,Ludwig van Beethoven,COKUNUBI,4,81483,13.0,1.5,0,86,21,18,0.20930232558139536,0.046511627906976744,851,37.0
Septet In e Flat Major Op. 20: VI. Andante Con Molto Alla Marcia ,Ludwig van Beethoven,COKUNUBI,3,11763,12.0,1.6666666666666667,0,86,21,18,0.20930232558139536,0.03488372093023256,1018,37.0
Septet in E flat major Op. 20: I. Adagio ,Ludwig van Beethoven,COKUNUBI,4,82083,12.0,1.5,0,86,21,18,0.20930232558139536,0.046511627906976744,850,37.0
Septet in E flat major Op. 20: IV. Tema con Variaziono (Andante),Ludwig van Beethoven,COKUNUBI,4,79200,13.5,1.75,0,86,21,18,0.20930232558139536,0.046511627906976744,849,37.0
Septet in E flat major Op. 20: V. Scherzo (Allegro molto e vivace) & Trio,Ludwig van Beethoven,COKUNUBI,4,82800,13.0,1.75,0,86,21,18,0.20930232558139536,0.046511627906976744,847,37.0
"Sonata No. 14 ""Moonlight"" in C",Ludwig van Beethoven,COKUNUBI,1,72183,18.0,2.0,0,86,21,18,0.20930232558139536,0.011627906976744186,3764,37.0
Speaking Unto Nations (Beethoven Symphony no 7 ,Ludwig van Beethoven,COKUNUBI,1,75963,17.0,2.0,0,86,21,18,0.20930232558139536,0.011627906976744186,3765,37.0
"String Quartet No. 16 in F Major, Op. 135: II. Vivace",Ludwig van Beethoven,COKUNUBI,10,84603,14.9,2.3,1,86,21,18,0.20930232558139536,0.11627906976744186,196,37.0
"Symphony No. 5 in C Minor, Op. 67: I. Allegro con brio",Ludwig van Beethoven,COKUNUBI,2,85563,13.5,2.5,0,86,21,18,0.20930232558139536,0.023255813953488372,2078,37.0
"Symphony No. 6 in F Major, Op. 68, ""Pastoral"": I. Awakening of Cheerful Feelings Upon Arrival in the Country: Allegro ma non troppo",Ludwig van Beethoven,COKUNUBI,2,86163,12.0,2.5,0,86,21,18,0.20930232558139536,0.023255813953488372,1791,37.0
"Symphony No. 9 in D Minor, Op. 125, ""Choral"": IV. Finale: Presto (Ode to Joy)",Ludwig van Beethoven,COKUNUBI,1,71223,18.0,4.0,0,86,21,18,0.20930232558139536,0.011627906976744186,3766,37.0
"Symphony No.9 In D Minor, Op.125 ",Ludwig van Beethoven,COKUNUBI,1,80823,16.0,1.0,0,86,21,18,0.20930232558139536,0.011627906976744186,3767,37.0
"Symphony No.9 in D minor, Op.125 ",Ludwig van Beethoven,COKUNUBI,1,68163,19.0,4.0,0,86,21,18,0.20930232558139536,0.011627906976744186,3768,37.0
"Violin Concerto in D Major, Op. 61: II. Larghetto",Ludwig van Beethoven,COKUNUBI,9,80403,12.88888888888889,2.2222222222222223,1,86,21,18,0.20930232558139536,0.10465116279069768,260,37.0
6 Beers,Myke Bogan,COKUNUBI,1,15783,10.0,4.0,0,1,1,1,1.0,1.0,3769,807.0
7 Words,Deftones,rosiedempsey93,1,12168,11.0,3.0,0,6,4,2,0.3333333333333333,0.16666666666666666,1485,191.0
Back To School ,Deftones,rosiedempsey93,2,84708,11.5,2.5,0,6,4,2,0.3333333333333333,0.3333333333333333,898,191.0
Be Quiet and Drive (Far Away),Deftones,rosiedempsey93,1,80568,16.0,5.0,1,6,4,2,0.3333333333333333,0.16666666666666666,1486,191.0
My Own Summer (Shove It),Deftones,rosiedempsey93,2,73428,13.0,2.5,0,6,4,2,0.3333333333333333,0.3333333333333333,900,191.0
9 to 5,Dolly Parton,rosiedempsey93,1,18828,9.0,2.0,0,97,32,15,0.15463917525773196,0.010309278350515464,1487,6.0
Baby Sister,Dolly Parton,rosiedempsey93,4,81288,13.0,3.0,1,97,32,15,0.15463917525773196,0.041237113402061855,476,6.0
Coat of Many Colors ,Dolly Parton,rosiedempsey93,5,81888,12.2,2.8,1,97,32,15,0.15463917525773196,0.05154639175257732,263,6.0
Daddy Won't Be Home Anymore,Dolly Parton,rosiedempsey93,1,66348,20.0,0.0,0,97,32,15,0.15463917525773196,0.010309278350515464,1488,6.0
Dumb Blonde,Dolly Parton,rosiedempsey93,1,24048,7.0,2.0,0,97,32,15,0.15463917525773196,0.010309278350515464,1489,6.0
False Eyelashes,Dolly Parton,rosiedempsey93,8,80928,12.625,3.0,2,97,32,15,0.15463917525773196,0.08247422680412371,109,6.0
Fuel to the Flame,Dolly Parton,rosiedempsey93,1,23208,8.0,2.0,0,97,32,15,0.15463917525773196,0.010309278350515464,1490,6.0
Girl in the Movies ,Dolly Parton,rosiedempsey93,2,13968,10.5,4.0,0,97,32,15,0.15463917525773196,0.020618556701030927,907,6.0
Here I Am ,Dolly Parton,rosiedempsey93,1,64968,20.0,4.0,0,97,32,15,0.15463917525773196,0.010309278350515464,1491,6.0
I Don't Want to Throw Rice,Dolly Parton,rosiedempsey93,1,23808,7.0,2.0,0,97,32,15,0.15463917525773196,0.010309278350515464,1492,6.0
I Lived My Life,Dolly Parton,rosiedempsey93,1,21828,8.0,2.0,0,97,32,15,0.15463917525773196,0.010309278350515464,1493,6.0
I Wasted My Tears,Dolly Parton,rosiedempsey93,1,23508,8.0,2.0,0,97,32,15,0.15463917525773196,0.010309278350515464,1494,6.0
I Wish I Felt This Way At Home,Dolly Parton,rosiedempsey93,3,80448,14.0,3.3333333333333335,1,97,32,15,0.15463917525773196,0.030927835051546393,566,6.0
I'll Oilwells Love You,Dolly Parton,rosiedempsey93,5,80148,11.8,2.8,1,97,32,15,0.15463917525773196,0.05154639175257732,267,6.0
I'm Running Out Of Love,Dolly Parton,rosiedempsey93,7,81408,11.0,2.5714285714285716,1,97,32,15,0.15463917525773196,0.07216494845360824,127,6.0
I'm in No Condition,Dolly Parton,rosiedempsey93,1,22908,8.0,2.0,0,97,32,15,0.15463917525773196,0.010309278350515464,1495,6.0
Jolene,Dolly Parton,rosiedempsey93,15,74628,12.333333333333334,2.533333333333333,1,97,32,15,0.15463917525773196,0.15463917525773196,23,6.0
Jolene ,Dolly Parton,rosiedempsey93,1,65988,20.0,4.0,0,97,32,15,0.15463917525773196,0.010309278350515464,1496,6.0
Just Because I'm a Woman,Dolly Parton,rosiedempsey93,5,81108,14.2,2.8,1,97,32,15,0.15463917525773196,0.05154639175257732,265,6.0
Just Because I'm a Woman ,Dolly Parton,rosiedempsey93,3,71148,12.333333333333334,2.0,0,97,32,15,0.15463917525773196,0.030927835051546393,565,6.0
Little Bit Slow To Catch On,Dolly Parton,rosiedempsey93,5,81528,12.8,2.4,1,97,32,15,0.15463917525773196,0.05154639175257732,264,6.0
Love And Learn,Dolly Parton,rosiedempsey93,4,70788,11.25,2.0,0,97,32,15,0.15463917525773196,0.041237113402061855,474,6.0
Put it off Until Tomorrow,Dolly Parton,rosiedempsey93,1,23628,8.0,2.0,0,97,32,15,0.15463917525773196,0.010309278350515464,1497,6.0
Something Fishy,Dolly Parton,rosiedempsey93,1,23388,8.0,2.0,0,97,32,15,0.15463917525773196,0.010309278350515464,1498,6.0
The Bridge,Dolly Parton,rosiedempsey93,5,80748,11.8,2.8,1,97,32,15,0.15463917525773196,0.05154639175257732,274,6.0
The Company You Keep,Dolly Parton,rosiedempsey93,1,22788,8.0,2.0,0,97,32,15,0.15463917525773196,0.010309278350515464,1499,6.0
The Giving and the Taking,Dolly Parton,rosiedempsey93,1,23088,8.0,2.0,0,97,32,15,0.15463917525773196,0.010309278350515464,1484,6.0
The Little Things,Dolly Parton,rosiedempsey93,1,21648,8.0,2.0,0,97,32,15,0.15463917525773196,0.010309278350515464,1483,6.0
The Only Way Out (Is To Walk Over Me),Dolly Parton,rosiedempsey93,2,20628,8.5,2.0,0,97,32,15,0.15463917525773196,0.020618556701030927,905,6.0
Try Being Lonely,Dolly Parton,rosiedempsey93,3,70908,12.333333333333334,2.0,0,97,32,15,0.15463917525773196,0.030927835051546393,546,6.0
You're Gonna Be Sorry,Dolly Parton,rosiedempsey93,5,81648,14.2,3.2,2,97,32,15,0.15463917525773196,0.05154639175257732,278,6.0
Your Ole Handy Man,Dolly Parton,rosiedempsey93,1,23928,7.0,2.0,0,97,32,15,0.15463917525773196,0.010309278350515464,1482,6.0
99 Red Balloons,Nena,rosiedempsey93,3,74388,11.0,3.6666666666666665,0,10,2,7,0.7,0.3,545,126.0
99 Red Balloons ,Nena,rosiedempsey93,7,79068,15.714285714285714,2.142857142857143,0,10,2,7,0.7,0.7,124,126.0
99.9 Percent,Jeru the Damaja,COKUNUBI,1,44943,2.0,5.0,1,2,2,1,0.5,0.5,3754,560.0
Me Or The Papes,Jeru the Damaja,COKUNUBI,1,82983,15.0,3.0,0,2,2,1,0.5,0.5,3725,560.0
9th vs. Thought,Black Thought,COKUNUBI,8,83223,11.875,1.25,1,56,18,12,0.21428571428571427,0.14285714285714285,324,56.0
Come Together Feat. Zion,Black Thought,COKUNUBI,1,18363,9.0,1.0,0,56,18,12,0.21428571428571427,0.017857142857142856,3726,56.0
Conception,Black Thought,COKUNUBI,3,44703,6.333333333333333,2.3333333333333335,1,56,18,12,0.21428571428571427,0.05357142857142857,981,56.0
Concerto of a Desperado,Black Thought,COKUNUBI,1,17523,9.0,1.0,0,56,18,12,0.21428571428571427,0.017857142857142856,3727,56.0
Dostoyevsky,Black Thought,COKUNUBI,8,80703,11.75,0.875,0,56,18,12,0.21428571428571427,0.14285714285714285,325,56.0
Fentanyl,Black Thought,COKUNUBI,1,68223,19.0,6.0,1,56,18,12,0.21428571428571427,0.017857142857142856,3728,56.0
Get Outlined,Black Thought,COKUNUBI,1,20403,8.0,1.0,0,56,18,12,0.21428571428571427,0.017857142857142856,3729,56.0
How To Hold A Choppa,Black Thought,COKUNUBI,1,8643,12.0,1.0,0,56,18,12,0.21428571428571427,0.017857142857142856,3730,56.0
Making a Murderer,Black Thought,COKUNUBI,5,80463,10.0,0.2,0,56,18,12,0.21428571428571427,0.08928571428571429,551,56.0
Push Up Ya Lighter,Black Thought,COKUNUBI,1,17763,9.0,1.0,0,56,18,12,0.21428571428571427,0.017857142857142856,3731,56.0
Push Ya Lighter Feat. Kardinal Offishall,Black Thought,COKUNUBI,1,17643,9.0,1.0,0,56,18,12,0.21428571428571427,0.017857142857142856,3732,56.0
Rock Star (Intro),Black Thought,COKUNUBI,1,18483,9.0,1.0,0,56,18,12,0.21428571428571427,0.017857142857142856,3733,56.0
Soundtrack to Confusion,Black Thought,COKUNUBI,1,9363,11.0,2.0,0,56,18,12,0.21428571428571427,0.017857142857142856,3734,56.0
Subliminal Minded,Black Thought,COKUNUBI,2,19203,9.0,1.0,0,56,18,12,0.21428571428571427,0.03571428571428571,1710,56.0
Thank You,Black Thought,COKUNUBI,7,80163,12.285714285714286,1.1428571428571428,0,56,18,12,0.21428571428571427,0.125,356,56.0
The Next Movement,Black Thought,COKUNUBI,1,18183,9.0,1.0,0,56,18,12,0.21428571428571427,0.017857142857142856,3735,56.0
Thought Is Like,Black Thought,COKUNUBI,1,18063,9.0,1.0,0,56,18,12,0.21428571428571427,0.017857142857142856,3736,56.0
Twofifteen,Black Thought,COKUNUBI,12,81063,10.666666666666666,1.3333333333333333,1,56,18,12,0.21428571428571427,0.21428571428571427,152,56.0
A Bright New Day,Alexis Ffrench,COKUNUBI,1,79203,16.0,2.0,0,144,111,10,0.06944444444444445,0.006944444444444444,3737,15.0
A Time of Wonder,Alexis Ffrench,COKUNUBI,4,74823,15.5,1.75,0,144,111,10,0.06944444444444445,0.027777777777777776,858,15.0
Adagio,Alexis Ffrench,COKUNUBI,1,79743,16.0,2.0,0,144,111,10,0.06944444444444445,0.006944444444444444,3738,15.0
Amore Mio (My Love),Alexis Ffrench,COKUNUBI,1,75363,17.0,2.0,0,144,111,10,0.06944444444444445,0.006944444444444444,3739,15.0
Amore Vietato (Forbidden Love),Alexis Ffrench,COKUNUBI,1,76983,17.0,2.0,0,144,111,10,0.06944444444444445,0.006944444444444444,3740,15.0
Another Truth,Alexis Ffrench,COKUNUBI,1,2163,13.0,2.0,0,144,111,10,0.06944444444444445,0.006944444444444444,3741,15.0
At Last,Alexis Ffrench,COKUNUBI,1,8883,12.0,2.0,0,144,111,10,0.06944444444444445,0.006944444444444444,3742,15.0
At Last (Solo Piano Version),Alexis Ffrench,COKUNUBI,2,39183,7.0,3.0,0,144,111,10,0.06944444444444445,0.013888888888888888,1762,15.0
Autumn Rain,Alexis Ffrench,COKUNUBI,1,77943,16.0,2.0,0,144,111,10,0.06944444444444445,0.006944444444444444,3743,15.0
Awakening,Alexis Ffrench,COKUNUBI,2,58863,17.0,1.5,0,144,111,10,0.06944444444444445,0.013888888888888888,1763,15.0
Being Again,Alexis Ffrench,COKUNUBI,1,80943,16.0,2.0,0,144,111,10,0.06944444444444445,0.006944444444444444,3744,15.0
Bluebird,Alexis Ffrench,COKUNUBI,4,74463,15.5,1.75,0,144,111,10,0.06944444444444445,0.027777777777777776,914,15.0
Bluebird (Solo Piano Version),Alexis Ffrench,COKUNUBI,2,74223,14.0,2.0,0,144,111,10,0.06944444444444445,0.013888888888888888,1824,15.0
Bright Ahead,Alexis Ffrench,COKUNUBI,1,1923,13.0,2.0,0,144,111,10,0.06944444444444445,0.006944444444444444,3745,15.0
Cancion De Amor (Love Song),Alexis Ffrench,COKUNUBI,1,77223,17.0,2.0,0,144,111,10,0.06944444444444445,0.006944444444444444,3746,15.0
Carousel,Alexis Ffrench,COKUNUBI,1,1743,14.0,2.0,0,144,111,10,0.06944444444444445,0.006944444444444444,3747,15.0
Circle Song,Alexis Ffrench,COKUNUBI,1,79503,16.0,2.0,0,144,111,10,0.06944444444444445,0.006944444444444444,3748,15.0
Close Reality,Alexis Ffrench,COKUNUBI,1,82023,15.0,2.0,0,144,111,10,0.06944444444444445,0.006944444444444444,3749,15.0
Cloudcatcher,Alexis Ffrench,COKUNUBI,1,77523,16.0,2.0,0,144,111,10,0.06944444444444445,0.006944444444444444,3750,15.0
Craving,Alexis Ffrench,COKUNUBI,1,5523,12.0,2.0,0,144,111,10,0.06944444444444445,0.006944444444444444,3751,15.0
Crystal Sands,Alexis Ffrench,COKUNUBI,1,963,14.0,2.0,0,144,111,10,0.06944444444444445,0.006944444444444444,3752,15.0
Cuore Mio (Heart of Mine),Alexis Ffrench,COKUNUBI,1,77103,17.0,2.0,0,144,111,10,0.06944444444444445,0.006944444444444444,3753,15.0
Cuori In Tempesta (Hearts In A Storm),Alexis Ffrench,COKUNUBI,1,75843,17.0,2.0,0,144,111,10,0.06944444444444445,0.006944444444444444,3770,15.0
Dancing Shadows,Alexis Ffrench,COKUNUBI,1,423,14.0,2.0,0,144,111,10,0.06944444444444445,0.006944444444444444,3755,15.0
Dancing Snow,Alexis Ffrench,COKUNUBI,1,2823,13.0,2.0,0,144,111,10,0.06944444444444445,0.006944444444444444,3771,15.0
Emerald River,Alexis Ffrench,COKUNUBI,1,78543,16.0,2.0,0,144,111,10,0.06944444444444445,0.006944444444444444,3805,15.0
Escape,Alexis Ffrench,COKUNUBI,1,1503,14.0,2.0,0,144,111,10,0.06944444444444445,0.006944444444444444,3807,15.0
Exhale,Alexis Ffrench,COKUNUBI,1,8103,12.0,2.0,0,144,111,10,0.06944444444444445,0.006944444444444444,3808,15.0
Flow and Begin Again,Alexis Ffrench,COKUNUBI,1,7923,12.0,2.0,0,144,111,10,0.06944444444444445,0.006944444444444444,3809,15.0
Flying High,Alexis Ffrench,COKUNUBI,1,4503,13.0,2.0,0,144,111,10,0.06944444444444445,0.006944444444444444,3810,15.0
Forever Young,Alexis Ffrench,COKUNUBI,1,723,14.0,2.0,0,144,111,10,0.06944444444444445,0.006944444444444444,3811,15.0
Forgiven,Alexis Ffrench,COKUNUBI,1,7743,12.0,2.0,0,144,111,10,0.06944444444444445,0.006944444444444444,3812,15.0
Forgotten Dreams,Alexis Ffrench,COKUNUBI,1,1203,14.0,2.0,0,144,111,10,0.06944444444444445,0.006944444444444444,3813,15.0
Forlorn,Alexis Ffrench,COKUNUBI,1,2523,13.0,2.0,0,144,111,10,0.06944444444444445,0.006944444444444444,3814,15.0
Golden Fields,Alexis Ffrench,COKUNUBI,1,78303,16.0,2.0,0,144,111,10,0.06944444444444445,0.006944444444444444,3815,15.0
Healing Time,Alexis Ffrench,COKUNUBI,2,80703,19.0,1.5,0,144,111,10,0.06944444444444445,0.013888888888888888,1892,15.0
Heavenly Blessings,Alexis Ffrench,COKUNUBI,1,80823,16.0,2.0,0,144,111,10,0.06944444444444445,0.006944444444444444,3816,15.0
Hope,Alexis Ffrench,COKUNUBI,1,82743,15.0,2.0,0,144,111,10,0.06944444444444445,0.006944444444444444,3817,15.0
Hummingbird,Alexis Ffrench,COKUNUBI,1,4383,13.0,2.0,0,144,111,10,0.06944444444444445,0.006944444444444444,3818,15.0
I'll Fly Away,Alexis Ffrench,COKUNUBI,1,81423,15.0,2.0,0,144,111,10,0.06944444444444445,0.006944444444444444,3819,15.0
Il Mio Cuore E Per Voi (My Heart Is For You),Alexis Ffrench,COKUNUBI,1,76743,17.0,2.0,0,144,111,10,0.06944444444444445,0.006944444444444444,3820,15.0
Indistruttibile (Unbreakable),Alexis Ffrench,COKUNUBI,1,76563,17.0,2.0,0,144,111,10,0.06944444444444445,0.006944444444444444,3821,15.0
Introit,Alexis Ffrench,COKUNUBI,1,5823,12.0,2.0,0,144,111,10,0.06944444444444445,0.006944444444444444,3822,15.0
Journey's End,Alexis Ffrench,COKUNUBI,1,86223,14.0,2.0,0,144,111,10,0.06944444444444445,0.006944444444444444,3823,15.0
Karma,Alexis Ffrench,COKUNUBI,1,81663,15.0,2.0,0,144,111,10,0.06944444444444445,0.006944444444444444,3824,15.0
Keeper,Alexis Ffrench,COKUNUBI,1,4203,13.0,2.0,0,144,111,10,0.06944444444444445,0.006944444444444444,3825,15.0
Kindred Spirit,Alexis Ffrench,COKUNUBI,1,82923,15.0,2.0,0,144,111,10,0.06944444444444445,0.006944444444444444,3826,15.0
La Mia Stella (My Star),Alexis Ffrench,COKUNUBI,1,75543,17.0,2.0,0,144,111,10,0.06944444444444445,0.006944444444444444,3827,15.0
Labyrinth,Alexis Ffrench,COKUNUBI,2,85083,13.0,1.5,0,144,111,10,0.06944444444444445,0.013888888888888888,1939,15.0
Largo,Alexis Ffrench,COKUNUBI,1,80043,16.0,2.0,0,144,111,10,0.06944444444444445,0.006944444444444444,3828,15.0
Last Song,Alexis Ffrench,COKUNUBI,1,9783,11.0,2.0,0,144,111,10,0.06944444444444445,0.006944444444444444,3829,15.0
Le Catene D'amor (Love's Melody),Alexis Ffrench,COKUNUBI,1,75723,17.0,2.0,0,144,111,10,0.06944444444444445,0.006944444444444444,3830,15.0
Lettera D'amore (Love Letter),Alexis Ffrench,COKUNUBI,1,76023,17.0,2.0,0,144,111,10,0.06944444444444445,0.006944444444444444,3831,15.0
Moments,Alexis Ffrench,COKUNUBI,10,85563,11.7,2.0,0,144,111,10,0.06944444444444445,0.06944444444444445,203,15.0
Music Box,Alexis Ffrench,COKUNUBI,2,58383,17.0,1.5,0,144,111,10,0.06944444444444445,0.013888888888888888,1944,15.0
My Time,Alexis Ffrench,COKUNUBI,1,81183,15.0,2.0,0,144,111,10,0.06944444444444445,0.006944444444444444,3832,15.0
New Hope,Alexis Ffrench,COKUNUBI,1,2403,13.0,2.0,0,144,111,10,0.06944444444444445,0.006944444444444444,3833,15.0
"New Life, a New Beginning",Alexis Ffrench,COKUNUBI,1,79083,16.0,2.0,0,144,111,10,0.06944444444444445,0.006944444444444444,3834,15.0
Night Star,Alexis Ffrench,COKUNUBI,1,4083,13.0,2.0,0,144,111,10,0.06944444444444445,0.006944444444444444,3835,15.0
Ocean Dance,Alexis Ffrench,COKUNUBI,1,77403,17.0,2.0,0,144,111,10,0.06944444444444445,0.006944444444444444,3806,15.0
Peace,Alexis Ffrench,COKUNUBI,1,80223,16.0,2.0,0,144,111,10,0.06944444444444445,0.006944444444444444,3804,15.0
Per Sempre Tua (Forever Yours),Alexis Ffrench,COKUNUBI,1,75183,17.0,2.0,0,144,111,10,0.06944444444444445,0.006944444444444444,3773,15.0
Por Ti Sere (You Lift Me Up),Alexis Ffrench,COKUNUBI,1,76383,17.0,2.0,0,144,111,10,0.06944444444444445,0.006944444444444444,3803,15.0
Pure,Alexis Ffrench,COKUNUBI,1,83043,15.0,2.0,0,144,111,10,0.06944444444444445,0.006944444444444444,3774,15.0
Reborn,Alexis Ffrench,COKUNUBI,1,9063,12.0,2.0,0,144,111,10,0.06944444444444445,0.006944444444444444,3775,15.0
Reborn (Solo Piano Version),Alexis Ffrench,COKUNUBI,3,71163,17.0,2.0,0,144,111,10,0.06944444444444445,0.020833333333333332,940,15.0
Redemption,Alexis Ffrench,COKUNUBI,1,81903,15.0,2.0,0,144,111,10,0.06944444444444445,0.006944444444444444,3776,15.0
Reflections,Alexis Ffrench,COKUNUBI,1,86343,14.0,2.0,0,144,111,10,0.06944444444444445,0.006944444444444444,3777,15.0
Remember,Alexis Ffrench,COKUNUBI,2,58443,18.0,1.5,0,144,111,10,0.06944444444444445,0.013888888888888888,1849,15.0
Remembering,Alexis Ffrench,COKUNUBI,1,4803,13.0,2.0,0,144,111,10,0.06944444444444445,0.006944444444444444,3778,15.0
Sailing On the Wind,Alexis Ffrench,COKUNUBI,1,79383,16.0,2.0,0,144,111,10,0.06944444444444445,0.006944444444444444,3779,15.0
September Song,Alexis Ffrench,COKUNUBI,1,5043,13.0,2.0,0,144,111,10,0.06944444444444445,0.006944444444444444,3780,15.0
Shadow Circles,Alexis Ffrench,COKUNUBI,1,77643,16.0,2.0,0,144,111,10,0.06944444444444445,0.006944444444444444,3781,15.0
Shine,Alexis Ffrench,COKUNUBI,1,81783,15.0,2.0,0,144,111,10,0.06944444444444445,0.006944444444444444,3782,15.0
Siempre (Always),Alexis Ffrench,COKUNUBI,1,75003,17.0,2.0,0,144,111,10,0.06944444444444445,0.006944444444444444,3783,15.0
Simple Gifts,Alexis Ffrench,COKUNUBI,1,81303,15.0,2.0,0,144,111,10,0.06944444444444445,0.006944444444444444,3784,15.0
Skyscrapers,Alexis Ffrench,COKUNUBI,1,3663,13.0,2.0,0,144,111,10,0.06944444444444445,0.006944444444444444,3785,15.0
Soothing Shores,Alexis Ffrench,COKUNUBI,1,603,14.0,2.0,0,144,111,10,0.06944444444444445,0.006944444444444444,3786,15.0
Starry Night,Alexis Ffrench,COKUNUBI,1,78423,16.0,2.0,0,144,111,10,0.06944444444444445,0.006944444444444444,3787,15.0
Stolen Memories,Alexis Ffrench,COKUNUBI,1,303,14.0,2.0,0,144,111,10,0.06944444444444445,0.006944444444444444,3788,15.0
Storia D'amore (Love Story),Alexis Ffrench,COKUNUBI,1,76263,17.0,2.0,0,144,111,10,0.06944444444444445,0.006944444444444444,3789,15.0
Subtract,Alexis Ffrench,COKUNUBI,1,82563,15.0,2.0,0,144,111,10,0.06944444444444445,0.006944444444444444,3790,15.0
Subtract 2,Alexis Ffrench,COKUNUBI,1,81543,15.0,2.0,0,144,111,10,0.06944444444444445,0.006944444444444444,3791,15.0
Sunset,Alexis Ffrench,COKUNUBI,1,123,14.0,2.0,0,144,111,10,0.06944444444444445,0.006944444444444444,3792,15.0
The Conjuror,Alexis Ffrench,COKUNUBI,1,4623,13.0,2.0,0,144,111,10,0.06944444444444445,0.006944444444444444,3793,15.0
The Dawn of Spring,Alexis Ffrench,COKUNUBI,1,77823,16.0,2.0,0,144,111,10,0.06944444444444445,0.006944444444444444,3794,15.0
The Gift,Alexis Ffrench,COKUNUBI,1,79923,16.0,2.0,0,144,111,10,0.06944444444444445,0.006944444444444444,3795,15.0
